time = 26.408	Re = 90	40	80
0
0.208544	0.024683	0.008428	1
0.228406	0.027034	0.004827	2
0.248267	0.029384	0.002103	3
0.268128	0.031735	0.000426	4
0.287990	0.034086	0.000131	5
0.307851	0.036437	0.001684	6
0.327713	0.038787	0.005650	7
0.347574	0.041138	0.012666	8
0.367435	0.043489	0.023422	9
0.387297	0.045840	0.038642	10
0.407158	0.048190	0.059077	11
0.427019	0.050541	0.085488	12
0.446881	0.052892	0.118632	13
0.466742	0.055243	0.159251	14
0.486604	0.057593	0.208071	15
0.506465	0.059944	0.265795	16
0.526326	0.062295	0.333110	17
0.546188	0.064646	0.410697	18
0.566049	0.066996	0.499237	19
0.585910	0.069347	0.599438	20
0.605772	0.071698	0.712061	21
0.625633	0.074049	0.837923	22
0.645494	0.076399	0.977924	23
0.665356	0.078750	1.133046	24
0.685217	0.081101	1.304380	25
0.705079	0.083452	1.493130	26
0.724940	0.085802	1.700551	27
0.744801	0.088153	1.928007	28
0.764663	0.090504	2.176921	29
0.784524	0.092855	2.448795	30
0.804385	0.095206	2.745165	31
0.824247	0.097556	3.067585	32
0.844108	0.099907	3.417734	33
0.863970	0.102258	3.797287	34
0.883831	0.104609	4.207924	35
0.903692	0.106959	4.651492	36
0.923554	0.109310	5.129799	37
0.943415	0.111661	5.644464	38
0.963276	0.114012	6.196916	39
0.983138	0.116362	6.787993	40
1
0.205965	0.040969	0.008509	1
0.225581	0.044871	0.004968	2
0.245196	0.048772	0.002281	3
0.264812	0.052674	0.000544	4
0.284428	0.056576	0.000078	5
0.304043	0.060478	0.001373	6
0.323659	0.064380	0.005040	7
0.343275	0.068281	0.011772	8
0.362891	0.072183	0.022323	9
0.382506	0.076085	0.037480	10
0.402122	0.079987	0.058052	11
0.421738	0.083889	0.084853	12
0.441353	0.087790	0.118677	13
0.460969	0.091692	0.160286	14
0.480585	0.095594	0.210400	15
0.500201	0.099496	0.269689	16
0.519816	0.103398	0.338775	17
0.539432	0.107299	0.418249	18
0.559048	0.111201	0.508681	19
0.578663	0.115103	0.610646	20
0.598279	0.119005	0.724784	21
0.617895	0.122907	0.851784	22
0.637511	0.126808	0.992442	23
0.657126	0.130710	1.147674	24
0.676742	0.134612	1.318523	25
0.696358	0.138514	1.506211	26
0.715973	0.142416	1.712029	27
0.735589	0.146317	1.937405	28
0.755205	0.150219	2.183901	29
0.774820	0.154121	2.453131	30
0.794436	0.158023	2.746768	31
0.814052	0.161925	3.066488	32
0.833668	0.165826	3.414060	33
0.853283	0.169728	3.791272	34
0.872899	0.173630	4.199786	35
0.892515	0.177532	4.641369	36
0.912130	0.181434	5.117700	37
0.931746	0.185335	5.630009	38
0.951362	0.189237	6.179146	39
0.970978	0.193139	6.765058	40
2
0.202116	0.057002	0.008570	1
0.221365	0.062431	0.005138	2
0.240614	0.067860	0.002525	3
0.259863	0.073289	0.000725	4
0.279112	0.078718	0.000044	5
0.298361	0.084146	0.000999	6
0.317610	0.089575	0.004253	7
0.336859	0.095004	0.010573	8
0.356108	0.100433	0.020788	9
0.375358	0.105862	0.035769	10
0.394607	0.111290	0.056409	11
0.413856	0.116719	0.083597	12
0.433105	0.122148	0.118191	13
0.452354	0.127577	0.160994	14
0.471603	0.133006	0.212738	15
0.490852	0.138434	0.274062	16
0.510101	0.143863	0.345521	17
0.529350	0.149292	0.427592	18
0.548600	0.154721	0.520694	19
0.567849	0.160150	0.625233	20
0.587098	0.165578	0.741658	21
0.606347	0.171007	0.870468	22
0.625596	0.176436	1.012312	23
0.644845	0.181865	1.167983	24
0.664094	0.187294	1.338453	25
0.683343	0.192722	1.524923	26
0.702592	0.198151	1.728746	27
0.721842	0.203580	1.951446	28
0.741091	0.209009	2.194725	29
0.760340	0.214438	2.460345	30
0.779589	0.219866	2.750160	31
0.798838	0.225295	3.066055	32
0.818087	0.230724	3.409876	33
0.837336	0.236153	3.783537	34
0.856585	0.241582	4.188748	35
0.875834	0.247010	4.627158	36
0.895083	0.252439	5.100229	37
0.914333	0.257868	5.608755	38
0.933582	0.263297	6.152914	39
0.952831	0.268726	6.731434	40
3
0.197020	0.072685	0.008589	1
0.215784	0.079607	0.005350	2
0.234548	0.086529	0.002875	3
0.253312	0.093452	0.001026	4
0.272076	0.100374	0.000087	5
0.290839	0.107296	0.000612	6
0.309603	0.114219	0.003325	7
0.328367	0.121141	0.009073	8
0.347131	0.128063	0.018784	9
0.365895	0.134986	0.033431	10
0.384658	0.141908	0.054017	11
0.403422	0.148830	0.081542	12
0.422186	0.155753	0.116964	13
0.440950	0.162675	0.161164	14
0.459714	0.169597	0.214913	15
0.478478	0.176520	0.278845	16
0.497241	0.183442	0.353442	17
0.516005	0.190364	0.439051	18
0.534769	0.197287	0.535892	19
0.553533	0.204209	0.644138	20
0.572297	0.211131	0.763959	21
0.591061	0.218054	0.895583	22
0.609824	0.224976	1.039422	23
0.628588	0.231898	1.196065	24
0.647352	0.238821	1.366363	25
0.666116	0.245743	1.551466	26
0.684880	0.252665	1.752805	27
0.703644	0.259588	1.972024	28
0.722407	0.266510	2.210973	29
0.741171	0.273432	2.471677	30
0.759935	0.280355	2.756213	31
0.778699	0.287277	3.066707	32
0.797463	0.294199	3.405214	33
0.816227	0.301122	3.773721	34
0.834990	0.308044	4.174051	35
0.853754	0.314966	4.607716	36
0.872518	0.321889	5.075843	37
0.891282	0.328811	5.578773	38
0.910046	0.335733	6.115764	39
0.928809	0.342656	6.684015	40
4
0.190710	0.087919	0.008541	1
0.208873	0.096292	0.005638	2
0.227036	0.104665	0.003406	3
0.245199	0.113038	0.001540	4
0.263362	0.121411	0.000312	5
0.281524	0.129785	0.000317	6
0.299687	0.138158	0.002350	7
0.317850	0.146531	0.007346	8
0.336013	0.154904	0.016344	9
0.354176	0.163277	0.030444	10
0.372339	0.171650	0.050789	11
0.390502	0.180024	0.078531	12
0.408664	0.188397	0.114779	13
0.426827	0.196770	0.160549	14
0.444990	0.205143	0.216703	15
0.463153	0.213516	0.283911	16
0.481316	0.221890	0.362605	17
0.499479	0.230263	0.452982	18
0.517642	0.238636	0.555022	19
0.535804	0.247009	0.668571	20
0.553967	0.255382	0.793404	21
0.572130	0.263756	0.929342	22
0.590293	0.272129	1.076416	23
0.608456	0.280502	1.234899	24
0.626619	0.288875	1.405417	25
0.644782	0.297248	1.589037	26
0.662945	0.305622	1.787263	27
0.681107	0.313995	2.001878	28
0.699270	0.322368	2.234984	29
0.717433	0.330741	2.488947	30
0.735596	0.339114	2.766184	31
0.753759	0.347488	3.069149	32
0.771922	0.355861	3.400159	33
0.790085	0.364234	3.761355	34
0.808247	0.372607	4.154681	35
0.826410	0.380980	4.581502	36
0.844573	0.389354	5.042547	37
0.862736	0.397727	5.537529	38
0.880899	0.406100	6.064446	39
0.899062	0.414473	6.618657	40
5
0.183224	0.102610	0.008403	1
0.200674	0.112383	0.006065	2
0.218124	0.122155	0.004234	3
0.235574	0.131928	0.002412	4
0.253024	0.141700	0.000877	5
0.270474	0.151472	0.000283	6
0.287924	0.161245	0.001500	7
0.305374	0.171017	0.005553	8
0.322824	0.180790	0.013601	9
0.340274	0.190562	0.026890	10
0.357724	0.200334	0.046730	11
0.375173	0.210107	0.074474	12
0.392623	0.219879	0.111447	13
0.410073	0.229652	0.158882	14
0.427523	0.239424	0.217825	15
0.444973	0.249196	0.289054	16
0.462423	0.258969	0.373009	17
0.479873	0.268741	0.469752	18
0.497323	0.278514	0.578977	19
0.514773	0.288286	0.700090	20
0.532223	0.298059	0.832308	21
0.549673	0.307831	0.974831	22
0.567123	0.317603	1.127079	23
0.584573	0.327376	1.288810	24
0.602023	0.337148	1.460264	25
0.619472	0.346921	1.642357	26
0.636922	0.356693	1.836625	27
0.654372	0.366465	2.045063	28
0.671822	0.376238	2.270200	29
0.689272	0.386010	2.514846	30
0.706722	0.395783	2.781916	31
0.724172	0.405555	3.074369	32
0.741622	0.415327	3.394875	33
0.759072	0.425100	3.745842	34
0.776522	0.434872	4.129306	35
0.793972	0.444645	4.546487	36
0.811422	0.454417	4.997657	37
0.828872	0.464190	5.481612	38
0.846322	0.473962	5.994733	39
0.863771	0.483734	6.529930	40
6
0.174609	0.116670	0.008162	1
0.191238	0.127781	0.006723	2
0.207867	0.138892	0.005517	3
0.224497	0.150004	0.003833	4
0.241126	0.161115	0.001992	5
0.257756	0.172227	0.000738	6
