time = 25	Re = 50	40	80
0.199846	0.007852	0.000000	0
0.219830	0.008637	0.000060	1
0.239815	0.009422	0.000203	2
0.259800	0.010208	0.000402	3
0.279784	0.010993	0.000644	4
0.299769	0.011778	0.000917	5
0.319753	0.012563	0.001213	6
0.339738	0.013348	0.001525	7
0.359722	0.014134	0.001843	8
0.379707	0.014919	0.002160	9
0.399692	0.015704	0.002466	10
0.419676	0.016489	0.002753	11
0.439661	0.017274	0.003014	12
0.459645	0.018060	0.003242	13
0.479630	0.018845	0.003429	14
0.499615	0.019630	0.003572	15
0.519599	0.020415	0.003668	16
0.539584	0.021200	0.003714	17
0.559568	0.021985	0.003710	18
0.579553	0.022771	0.003658	19
0.599537	0.023556	0.003560	20
0.619522	0.024341	0.003420	21
0.639507	0.025126	0.003243	22
0.659491	0.025911	0.003035	23
0.679476	0.026697	0.002803	24
0.699460	0.027482	0.002553	25
0.719445	0.028267	0.002292	26
0.739429	0.029052	0.002027	27
0.759414	0.029837	0.001763	28
0.779399	0.030623	0.001506	29
0.799383	0.031408	0.001261	30
0.819368	0.032193	0.001031	31
0.839352	0.032978	0.000821	32
0.859337	0.033763	0.000632	33
0.879322	0.034549	0.000467	34
0.899306	0.035334	0.000326	35
0.919291	0.036119	0.000210	36
0.939275	0.036904	0.000119	37
0.959260	0.037689	0.000054	38
0.979244	0.038475	0.000014	39
0.999229	0.039260	0.000000	40
1.019214	0.040045	0.000000	41
0
0.198614	0.023507	0.000000	0
0.218475	0.025858	0.000064	1
0.238336	0.028209	0.000217	2
0.258198	0.030560	0.000433	3
0.278059	0.032910	0.000700	4
0.297921	0.035261	0.001009	5
0.317782	0.037612	0.001352	6
0.337643	0.039963	0.001720	7
0.357505	0.042313	0.002106	8
0.377366	0.044664	0.002497	9
0.397227	0.047015	0.002883	10
0.417089	0.049366	0.003253	11
0.436950	0.051716	0.003597	12
0.456811	0.054067	0.003904	13
0.476673	0.056418	0.004165	14
0.496534	0.058769	0.004374	15
0.516396	0.061119	0.004525	16
0.536257	0.063470	0.004613	17
0.556118	0.065821	0.004638	18
0.575980	0.068172	0.004600	19
0.595841	0.070522	0.004501	20
0.615702	0.072873	0.004346	21
0.635564	0.075224	0.004141	22
0.655425	0.077575	0.003893	23
0.675287	0.079925	0.003610	24
0.695148	0.082276	0.003300	25
0.715009	0.084627	0.002973	26
0.734871	0.086978	0.002636	27
0.754732	0.089328	0.002299	28
0.774593	0.091679	0.001969	29
0.794455	0.094030	0.001652	30
0.814316	0.096381	0.001354	31
0.834178	0.098731	0.001080	32
0.854039	0.101082	0.000833	33
0.873900	0.103433	0.000616	34
0.893762	0.105784	0.000430	35
0.913623	0.108134	0.000277	36
0.933484	0.110485	0.000157	37
0.953346	0.112836	0.000071	38
0.973207	0.115187	0.000018	39
0.993068	0.117537	0.000000	40
1.012930	0.119888	0.000000	41
1
0.196157	0.039018	0.000000	0
0.215773	0.042920	0.000065	1
0.235388	0.046822	0.000220	2
0.255004	0.050723	0.000443	3
0.274620	0.054625	0.000727	4
0.294236	0.058527	0.001067	5
0.313851	0.062429	0.001456	6
0.333467	0.066331	0.001887	7
0.353083	0.070232	0.002349	8
0.372698	0.074134	0.002829	9
0.392314	0.078036	0.003314	10
0.411930	0.081938	0.003789	11
0.431546	0.085840	0.004240	12
0.451161	0.089741	0.004653	13
0.470777	0.093643	0.005016	14
0.490393	0.097545	0.005317	15
0.510008	0.101447	0.005547	16
0.529624	0.105349	0.005701	17
0.549240	0.109250	0.005774	18
0.568855	0.113152	0.005765	19
0.588471	0.117054	0.005677	20
0.608087	0.120956	0.005513	21
0.627703	0.124858	0.005280	22
0.647318	0.128760	0.004988	23
0.666934	0.132661	0.004645	24
0.686550	0.136563	0.004263	25
0.706165	0.140465	0.003854	26
0.725781	0.144367	0.003429	27
0.745397	0.148269	0.003000	28
0.765013	0.152170	0.002575	29
0.784628	0.156072	0.002166	30
0.804244	0.159974	0.001779	31
0.823860	0.163876	0.001422	32
0.843475	0.167778	0.001099	33
0.863091	0.171679	0.000813	34
0.882707	0.175581	0.000569	35
0.902322	0.179483	0.000367	36
0.921938	0.183385	0.000209	37
0.941554	0.187287	0.000094	38
0.961170	0.191188	0.000024	39
0.980785	0.195090	0.000000	40
1.000401	0.198992	0.000000	41
2
0.192491	0.054288	0.000000	0
0.211740	0.059717	0.000060	1
0.230989	0.065146	0.000204	2
0.250238	0.070574	0.000420	3
0.269487	0.076003	0.000709	4
0.288737	0.081432	0.001071	5
0.307986	0.086861	0.001504	6
0.327235	0.092290	0.001999	7
0.346484	0.097718	0.002546	8
0.365733	0.103147	0.003131	9
0.384982	0.108576	0.003736	10
0.404231	0.114005	0.004342	11
0.423480	0.119434	0.004932	12
0.442729	0.124863	0.005485	13
0.461979	0.130291	0.005984	14
0.481228	0.135720	0.006413	15
0.500477	0.141149	0.006758	16
0.519726	0.146578	0.007009	17
0.538975	0.152007	0.007159	18
0.558224	0.157435	0.007203	19
0.577473	0.162864	0.007142	20
0.596722	0.168293	0.006981	21
0.615971	0.173722	0.006725	22
0.635220	0.179151	0.006386	23
0.654470	0.184579	0.005976	24
0.673719	0.190008	0.005508	25
0.692968	0.195437	0.004999	26
0.712217	0.200866	0.004464	27
0.731466	0.206295	0.003917	28
0.750715	0.211723	0.003372	29
0.769964	0.217152	0.002843	30
0.789213	0.222581	0.002341	31
0.808462	0.228010	0.001874	32
0.827712	0.233439	0.001451	33
0.846961	0.238867	0.001076	34
0.866210	0.244296	0.000754	35
0.885459	0.249725	0.000487	36
0.904708	0.255154	0.000277	37
0.923957	0.260583	0.000125	38
0.943206	0.266011	0.000032	39
0.962455	0.271440	0.000000	40
0.981704	0.276869	0.000000	41
3
0.187638	0.069223	0.000000	0
0.206402	0.076146	0.000046	1
0.225166	0.083068	0.000162	2
0.243930	0.089990	0.000351	3
0.262694	0.096913	0.000625	4
0.281457	0.103835	0.000995	5
0.300221	0.110757	0.001463	6
0.318985	0.117680	0.002022	7
0.337749	0.124602	0.002663	8
0.356513	0.131524	0.003367	9
0.375277	0.138447	0.004116	10
0.394040	0.145369	0.004885	11
0.412804	0.152291	0.005650	12
0.431568	0.159214	0.006386	13
0.450332	0.166136	0.007067	14
0.469096	0.173058	0.007671	15
0.487860	0.179981	0.008178	16
0.506623	0.186903	0.008572	17
0.525387	0.193825	0.008838	18
0.544151	0.200748	0.008970	19
0.562915	0.207670	0.008965	20
0.581679	0.214592	0.008825	21
0.600443	0.221515	0.008558	22
0.619206	0.228437	0.008174	23
0.637970	0.235359	0.007690	24
0.656734	0.242282	0.007122	25
0.675498	0.249204	0.006491	26
0.694262	0.256126	0.005817	27
0.713025	0.263049	0.005121	28
0.731789	0.269971	0.004422	29
0.750553	0.276893	0.003738	30
0.769317	0.283816	0.003084	31
0.788081	0.290738	0.002474	32
0.806845	0.297660	0.001918	33
0.825608	0.304583	0.001425	34
0.844372	0.311505	0.000999	35
0.863136	0.318427	0.000646	36
0.881900	0.325350	0.000368	37
0.900664	0.332272	0.000166	38
0.919428	0.339194	0.000043	39
0.938191	0.346117	0.000000	40
0.956955	0.353039	0.000000	41
4
0.181629	0.083732	0.000000	0
0.199792	0.092105	0.000021	1
0.217954	0.100478	0.000084	2
0.236117	0.108851	0.000218	3
0.254280	0.117225	0.000453	4
0.272443	0.125598	0.000809	5
0.290606	0.133971	0.001297	6
0.308769	0.142344	0.001915	7
0.326932	0.150717	0.002653	8
0.345094	0.159091	0.003492	9
0.363257	0.167464	0.004409	10
0.381420	0.175837	0.005376	11
0.399583	0.184210	0.006360	12
0.417746	0.192583	0.007330	13
0.435909	0.200957	0.008251	14
0.454072	0.209330	0.009092	15
0.472235	0.217703	0.009824	16
0.490397	0.226076	0.010421	17
0.508560	0.234449	0.010863	18
0.526723	0.242822	0.011134	19
0.544886	0.251196	0.011228	20
0.563049	0.259569	0.011142	21
0.581212	0.267942	0.010883	22
0.599375	0.276315	0.010463	23
0.617537	0.284688	0.009900	24
0.635700	0.293062	0.009217	25
0.653863	0.301435	0.008438	26
0.672026	0.309808	0.007593	27
0.690189	0.318181	0.006707	28
0.708352	0.326554	0.005809	29
0.726515	0.334928	0.004924	30
0.744678	0.343301	0.004072	31
0.762840	0.351674	0.003273	32
0.781003	0.360047	0.002542	33
0.799166	0.368420	0.001891	34
0.817329	0.376793	0.001328	35
0.835492	0.385167	0.000860	36
0.853655	0.393540	0.000490	37
0.871818	0.401913	0.000222	38
0.889980	0.410286	0.000057	39
0.908143	0.418659	0.000000	40
0.926306	0.427033	0.000000	41
5
0.174499	0.097724	0.000000	0
0.191949	0.107497	-0.000019	1
0.209399	0.117269	-0.000038	2
0.226849	0.127041	0.000007	3
0.244299	0.136814	0.000167	4
0.261749	0.146586	0.000480	5
0.279199	0.156359	0.000966	6
0.296649	0.166131	0.001630	7
0.314099	0.175904	0.002463	8
0.331549	0.185676	0.003448	9
0.348998	0.195448	0.004557	10
0.366448	0.205221	0.005757	11
0.383898	0.214993	0.007010	12
0.401348	0.224766	0.008274	13
0.418798	0.234538	0.009506	14
0.436248	0.244310	0.010662	15
0.453698	0.254083	0.011702	16
0.471148	0.263855	0.012587	17
0.488598	0.273628	0.013285	18
0.506048	0.283400	0.013770	19
0.523498	0.293173	0.014027	20
0.540948	0.302945	0.014047	21
0.558398	0.312717	0.013833	22
0.575848	0.322490	0.013396	23
0.593297	0.332262	0.012757	24
0.610747	0.342035	0.011943	25
0.628197	0.351807	0.010988	26
0.645647	0.361579	0.009929	27
0.663097	0.371352	0.008804	28
0.680547	0.381124	0.007649	29
0.697997	0.390897	0.006500	30
0.715447	0.400669	0.005387	31
0.732897	0.410442	0.004339	32
0.750347	0.420214	0.003375	33
0.767797	0.429986	0.002514	34
0.785247	0.439759	0.001768	35
0.802697	0.449531	0.001146	36
0.820146	0.459304	0.000654	37
0.837596	0.469076	0.000296	38
0.855046	0.478848	0.000077	39
0.872496	0.488621	0.000000	40
0.889946	0.498393	0.000000	41
6
0.166294	0.111114	0.000000	0
0.182923	0.122225	-0.000076	1
0.199553	0.133337	-0.000211	2
0.216182	0.144448	-0.000298	3
0.232812	0.155560	-0.000253	4
0.249441	0.166671	-0.000021	5
0.266070	0.177782	0.000431	6
0.282700	0.188894	0.001117	7
0.299329	0.200005	0.002035	8
0.315959	0.211117	0.003167	9
0.332588	0.222228	0.004485	10
0.349217	0.233339	0.005954	11
0.365847	0.244451	0.007527	12
0.382476	0.255562	0.009153	13
0.399106	0.266674	0.010780	14
0.415735	0.277785	0.012348	15
0.432364	0.288896	0.013801	16
0.448994	0.300008	0.015085	17
0.465623	0.311119	0.016151	18
0.482253	0.322230	0.016958	19
0.498882	0.333342	0.017474	20
0.515511	0.344453	0.017680	21
0.532141	0.355565	0.017571	22
0.548770	0.366676	0.017155	23
0.565400	0.377787	0.016453	24
0.582029	0.388899	0.015499	25
0.598658	0.400010	0.014336	26
0.615288	0.411122	0.013013	27
0.631917	0.422233	0.011582	28
0.648547	0.433344	0.010095	29
0.665176	0.444456	0.008601	30
0.681805	0.455567	0.007144	31
0.698435	0.466679	0.005764	32
0.715064	0.477790	0.004491	33
0.731694	0.488901	0.003350	34
0.748323	0.500013	0.002358	35
0.764952	0.511124	0.001530	36
0.781582	0.522236	0.000874	37
0.798211	0.533347	0.000396	38
0.814840	0.544458	0.000103	39
0.831470	0.555570	0.000000	40
0.848099	0.566681	0.000000	41
7
0.157063	0.123819	0.000000	0
0.172770	0.136201	-0.000153	1
0.188476	0.148582	-0.000441	2
0.204182	0.160964	-0.000703	3
0.219889	0.173346	-0.000821	4
0.235595	0.185728	-0.000718	5
0.251302	0.198110	-0.000343	6
0.267008	0.210492	0.000330	7
0.282714	0.222874	0.001306	8
0.298421	0.235256	0.002574	9
