time = 25	Re = 50	40	80
0.189854	0.007459	0.073276	0
0.209838	0.008245	0.073276	1
0.229823	0.009030	0.078862	2
0.249807	0.009815	0.083887	3
0.269792	0.010600	0.088493	4
0.289776	0.011385	0.092687	5
0.309761	0.012171	0.096457	6
0.329746	0.012956	0.099835	7
0.349730	0.013741	0.102935	8
0.369715	0.014526	0.105994	9
0.389699	0.015311	0.109374	10
0.409684	0.016097	0.113580	11
0.429668	0.016882	0.119275	12
0.449653	0.017667	0.127290	13
0.469638	0.018452	0.138630	14
0.489622	0.019237	0.154475	15
0.509607	0.020022	0.176178	16
0.529591	0.020808	0.205262	17
0.549576	0.021593	0.243413	18
0.569561	0.022378	0.292472	19
0.589545	0.023163	0.354431	20
0.609530	0.023948	0.431420	21
0.629514	0.024734	0.525701	22
0.649499	0.025519	0.639663	23
0.669483	0.026304	0.775807	24
0.689468	0.027089	0.936747	25
0.709453	0.027874	1.125202	26
0.729437	0.028660	1.343993	27
0.749422	0.029445	1.596044	28
0.769406	0.030230	1.884380	29
0.789391	0.031015	2.212133	30
0.809376	0.031800	2.582541	31
0.829360	0.032586	2.998954	32
0.849345	0.033371	3.464839	33
0.869329	0.034156	3.983781	34
0.889314	0.034941	4.559491	35
0.909298	0.035726	5.195804	36
0.929283	0.036512	5.896685	37
0.949268	0.037297	6.666228	38
0.969252	0.038082	7.508654	39
0.989237	0.038867	8.428309	40
1.009221	0.039652	8.428309	41
0
0.188683	0.022332	0.170062	0
0.208544	0.024683	0.170062	1
0.228406	0.027034	0.175921	2
0.248267	0.029384	0.181165	3
0.268128	0.031735	0.186025	4
0.287990	0.034086	0.190546	5
0.307851	0.036437	0.194723	6
0.327713	0.038787	0.198574	7
0.347574	0.041138	0.202179	8
0.367435	0.043489	0.205738	9
0.387297	0.045840	0.209568	10
0.407158	0.048190	0.214131	11
0.427019	0.050541	0.220051	12
0.446881	0.052892	0.228127	13
0.466742	0.055243	0.239339	14
0.486604	0.057593	0.254855	15
0.506465	0.059944	0.276026	16
0.526326	0.062295	0.304384	17
0.546188	0.064646	0.341637	18
0.566049	0.066996	0.389657	19
0.585910	0.069347	0.450477	20
0.605772	0.071698	0.526273	21
0.625633	0.074048	0.619358	22
0.645495	0.076399	0.732169	23
0.665356	0.078750	0.867258	24
0.685217	0.081101	1.027278	25
0.705079	0.083451	1.214983	26
0.724940	0.085802	1.433220	27
0.744801	0.088153	1.684928	28
0.764663	0.090504	1.973136	29
0.784524	0.092854	2.300972	30
0.804385	0.095205	2.671660	31
0.824247	0.097556	3.088529	32
0.844108	0.099907	3.555018	33
0.863970	0.102257	4.074680	34
0.883831	0.104608	4.651189	35
0.903692	0.106959	5.288345	36
0.923554	0.109310	5.990072	37
0.943415	0.111660	6.760424	38
