time = 25	Re = 50	40	80
0.197538	0.031287	0.000000	0
0.217291	0.034416	0.000066	1
0.237045	0.037544	0.000222	2
0.256799	0.040673	0.000424	3
0.276553	0.043802	0.000632	4
0.296307	0.046930	0.000809	5
0.316060	0.050059	0.000919	6
0.335814	0.053188	0.000928	7
0.355568	0.056316	0.000803	8
0.375322	0.059445	0.000512	9
0.395075	0.062574	0.000021	10
0.414829	0.065702	-0.000701	11
0.434583	0.068831	-0.001684	12
0.454337	0.071960	-0.002961	13
0.474090	0.075088	-0.004561	14
0.493844	0.078217	-0.006515	15
0.513598	0.081346	-0.008852	16
0.533352	0.084475	-0.011602	17
0.553105	0.087603	-0.014793	18
0.572859	0.090732	-0.018454	19
0.592613	0.093861	-0.022612	20
0.612367	0.096989	-0.027294	21
0.632121	0.100118	-0.032527	22
0.651874	0.103247	-0.038337	23
0.671628	0.106375	-0.044750	24
0.691382	0.109504	-0.051791	25
0.711136	0.112633	-0.059485	26
0.730889	0.115761	-0.067858	27
0.750643	0.118890	-0.076934	28
0.770397	0.122019	-0.086738	29
0.790151	0.125147	-0.097295	30
0.809904	0.128276	-0.108631	31
0.829658	0.131405	-0.120769	32
0.849412	0.134534	-0.133736	33
0.869166	0.137662	-0.147558	34
0.888920	0.140791	-0.162259	35
0.908673	0.143920	-0.177865	36
0.928427	0.147048	-0.194403	37
0.948181	0.150177	-0.211897	38
0.967935	0.153306	-0.230375	39
0.987688	0.156434	-0.249862	40
1
0.194474	0.046689	0.000000	0
0.213921	0.051358	0.000068	1
0.233369	0.056027	0.000227	2
0.252816	0.060696	0.000434	3
0.272264	0.065365	0.000649	4
0.291711	0.070034	0.000836	5
0.311158	0.074702	0.000958	6
0.330606	0.079371	0.000981	7
0.350053	0.084040	0.000872	8
0.369501	0.088709	0.000598	9
0.388948	0.093378	0.000128	10
0.408395	0.098047	-0.000573	11
0.427843	0.102716	-0.001535	12
0.447290	0.107385	-0.002789	13
0.466738	0.112054	-0.004368	14
0.486185	0.116723	-0.006302	15
0.505632	0.121391	-0.008622	16
0.525080	0.126060	-0.011356	17
0.544527	0.130729	-0.014535	18
0.563975	0.135398	-0.018188	19
0.583422	0.140067	-0.022341	20
0.602869	0.144736	-0.027022	21
0.622317	0.149405	-0.032258	22
0.641764	0.154074	-0.038075	23
0.661212	0.158743	-0.044498	24
0.680659	0.163412	-0.051553	25
0.700106	0.168081	-0.059264	26
0.719554	0.172749	-0.067656	27
0.739001	0.177418	-0.076752	28
0.758449	0.182087	-0.086578	29
0.777896	0.186756	-0.097157	30
0.797343	0.191425	-0.108514	31
0.816791	0.196094	-0.120674	32
0.836238	0.200763	-0.133661	33
0.855686	0.205432	-0.147500	34
0.875133	0.210101	-0.162217	35
0.894580	0.214770	-0.177838	36
0.914028	0.219438	-0.194387	37
0.933475	0.224107	-0.211890	38
0.952923	0.228776	-0.230373	39
0.972370	0.233445	-0.249862	40
2
0.190211	0.061803	0.000000	0
0.209232	0.067984	0.000069	1
0.228254	0.074164	0.000231	2
0.247275	0.080344	0.000444	3
0.266296	0.086525	0.000666	4
0.285317	0.092705	0.000863	5
0.304338	0.098885	0.000997	6
0.323359	0.105066	0.001036	7
0.342380	0.111246	0.000947	8
0.361402	0.117426	0.000695	9
0.380423	0.123607	0.000248	10
0.399444	0.129787	-0.000426	11
0.418465	0.135967	-0.001361	12
0.437486	0.142148	-0.002587	13
0.456507	0.148328	-0.004139	14
0.475528	0.154508	-0.006046	15
0.494549	0.160689	-0.008341	16
0.513571	0.166869	-0.011055	17
0.532592	0.173049	-0.014216	18
0.551613	0.179230	-0.017855	19
0.570634	0.185410	-0.022000	20
0.589655	0.191590	-0.026678	21
0.608676	0.197771	-0.031916	22
0.627697	0.203951	-0.037740	23
0.646718	0.210131	-0.044175	24
0.665740	0.216312	-0.051247	25
0.684761	0.222492	-0.058978	26
0.703782	0.228672	-0.067393	27
0.722803	0.234853	-0.076515	28
0.741824	0.241033	-0.086368	29
0.760845	0.247213	-0.096976	30
0.779866	0.253394	-0.108361	31
0.798888	0.259574	-0.120548	32
0.817909	0.265754	-0.133561	33
0.836930	0.271935	-0.147424	34
0.855951	0.278115	-0.162163	35
0.874972	0.284295	-0.177801	36
0.893993	0.290476	-0.194365	37
0.913014	0.296656	-0.211880	38
0.932035	0.302836	-0.230370	39
0.951057	0.309017	-0.249862	40
3
0.184776	0.076537	0.000000	0
0.203254	0.084190	0.000070	1
0.221731	0.091844	0.000235	2
0.240209	0.099498	0.000452	3
0.258686	0.107151	0.000681	4
0.277164	0.114805	0.000888	5
0.295641	0.122459	0.001036	6
0.314119	0.130112	0.001093	7
0.332597	0.137766	0.001025	8
0.351074	0.145420	0.000799	9
0.369552	0.153073	0.000381	10
0.388029	0.160727	-0.000261	11
0.406507	0.168381	-0.001161	12
0.424985	0.176034	-0.002352	13
0.443462	0.183688	-0.003867	14
0.461940	0.191342	-0.005740	15
0.480417	0.198995	-0.008002	16
0.498895	0.206649	-0.010686	17
0.517373	0.214303	-0.013822	18
0.535850	0.221956	-0.017441	19
0.554328	0.229610	-0.021572	20
0.572805	0.237264	-0.026243	21
0.591283	0.244917	-0.031480	22
0.609761	0.252571	-0.037311	23
0.628238	0.260225	-0.043760	24
0.646716	0.267878	-0.050850	25
0.665193	0.275532	-0.058606	26
0.683671	0.283186	-0.067051	27
0.702149	0.290839	-0.076206	28
0.720626	0.298493	-0.086094	29
0.739104	0.306147	-0.096738	30
0.757581	0.313800	-0.108159	31
0.776059	0.321454	-0.120382	32
0.794537	0.329107	-0.133429	33
0.813014	0.336761	-0.147324	34
0.831492	0.344415	-0.162090	35
0.849969	0.352068	-0.177753	36
0.868447	0.359722	-0.194337	37
0.886924	0.367376	-0.211867	38
0.905402	0.375029	-0.230367	39
0.923880	0.382683	-0.249862	40
4
0.178201	0.090798	0.000000	0
0.196021	0.099878	0.000071	1
0.213842	0.108958	0.000237	2
0.231662	0.118037	0.000457	3
0.249482	0.127117	0.000693	4
0.267302	0.136197	0.000909	5
0.285122	0.145277	0.001071	6
0.302942	0.154357	0.001147	7
0.320762	0.163436	0.001103	8
0.338583	0.172516	0.000907	9
0.356403	0.181596	0.000524	10
0.374223	0.190676	-0.000079	11
0.392043	0.199756	-0.000936	12
0.409863	0.208835	-0.002082	13
0.427683	0.217915	-0.003551	14
0.445503	0.226995	-0.005377	15
0.463323	0.236075	-0.007595	16
0.481144	0.245155	-0.010237	17
0.498964	0.254234	-0.013338	18
0.516784	0.263314	-0.016927	19
0.534604	0.272394	-0.021036	20
0.552424	0.281474	-0.025693	21
0.570244	0.290554	-0.030927	22
0.588064	0.299633	-0.036762	23
0.605885	0.308713	-0.043225	24
0.623705	0.317793	-0.050338	25
0.641525	0.326873	-0.058124	26
0.659345	0.335953	-0.066604	27
0.677165	0.345033	-0.075800	28
0.694985	0.354112	-0.085733	29
0.712805	0.363192	-0.096424	30
0.730625	0.372272	-0.107893	31
0.748446	0.381352	-0.120163	32
0.766266	0.390432	-0.133254	33
0.784086	0.399511	-0.147191	34
0.801906	0.408591	-0.161994	35
0.819726	0.417671	-0.177690	36
0.837546	0.426751	-0.194300	37
0.855366	0.435831	-0.211849	38
0.873187	0.444910	-0.230362	39
0.891007	0.453990	-0.249862	40
5
0.170528	0.104500	0.000000	0
0.187581	0.114950	0.000071	1
0.204634	0.125400	0.000237	2
0.221687	0.135850	0.000458	3
0.238739	0.146299	0.000698	4
0.255792	0.156749	0.000922	5
0.272845	0.167199	0.001098	6
0.289898	0.177649	0.001193	7
0.306951	0.188099	0.001176	8
0.324003	0.198549	0.001014	9
0.341056	0.208999	0.000672	10
0.358109	0.219449	0.000116	11
0.375162	0.229899	-0.000688	12
0.392215	0.240349	-0.001776	13
0.409267	0.250799	-0.003185	14
0.426320	0.261249	-0.004951	15
0.443373	0.271699	-0.007109	16
0.460426	0.282149	-0.009695	17
0.477479	0.292599	-0.012745	18
0.494531	0.303049	-0.016291	19
0.511584	0.313499	-0.020366	20
0.528637	0.323949	-0.025001	21
0.545690	0.334399	-0.030223	22
0.562743	0.344849	-0.036060	23
0.579795	0.355299	-0.042536	24
0.596848	0.365749	-0.049674	25
0.613901	0.376199	-0.057495	26
0.630954	0.386649	-0.066020	27
0.648007	0.397099	-0.075268	28
0.665060	0.407549	-0.085259	29
0.682112	0.417999	-0.096010	30
0.699165	0.428448	-0.107541	31
0.716218	0.438898	-0.119872	32
0.733271	0.449348	-0.133023	33
0.750324	0.459798	-0.147013	34
0.767376	0.470248	-0.161867	35
0.784429	0.480698	-0.177604	36
0.801482	0.491148	-0.194250	37
0.818535	0.501598	-0.211826	38
0.835588	0.512048	-0.230355	39
0.852640	0.522498	-0.249862	40
6
0.161803	0.117557	0.000000	0
0.177984	0.129313	0.000070	1
0.194164	0.141068	0.000234	2
0.210344	0.152824	0.000453	3
0.226525	0.164580	0.000694	4
0.242705	0.176335	0.000923	5
0.258886	0.188091	0.001111	6
0.275066	0.199847	0.001226	7
0.291246	0.211603	0.001237	8
0.307427	0.223358	0.001112	9
0.323607	0.235114	0.000818	10
0.339787	0.246870	0.000318	11
0.355968	0.258625	-0.000421	12
0.372148	0.270381	-0.001438	13
0.388328	0.282137	-0.002771	14
0.404509	0.293892	-0.004457	15
0.420689	0.305648	-0.006536	16
0.436869	0.317404	-0.009046	17
0.453050	0.329160	-0.012025	18
0.469230	0.340915	-0.015508	19
0.485410	0.352671	-0.019533	20
0.501591	0.364427	-0.024129	21
0.517771	0.376182	-0.029329	22
0.533951	0.387938	-0.035160	23
0.550132	0.399694	-0.041647	24
0.566312	0.411449	-0.048812	25
0.582492	0.423205	-0.056675	26
0.598673	0.434961	-0.065255	27
0.614853	0.446716	-0.074569	28
0.631033	0.458472	-0.084633	29
0.647214	0.470228	-0.095463	30
0.663394	0.481984	-0.107075	31
0.679575	0.493739	-0.119486	32
0.695755	0.505495	-0.132714	33
0.711935	0.517251	-0.146778	34
0.728116	0.529006	-0.161696	35
0.744296	0.540762	-0.177491	36
0.760476	0.552518	-0.194183	37
0.776657	0.564273	-0.211794	38
0.792837	0.576029	-0.230347	39
0.809017	0.587785	-0.249862	40
7
0.152081	0.129890	0.000000	0
0.167289	0.142878	0.000067	1
0.182498	0.155867	0.000226	2
0.197706	0.168856	0.000439	3
0.212914	0.181845	0.000676	4
0.228122	0.194834	0.000908	5
0.243330	0.207823	0.001104	6
0.258538	0.220812	0.001238	7
0.273746	0.233801	0.001278	8
0.288954	0.246790	0.001194	9
0.304163	0.259779	0.000952	10
0.319371	0.272768	0.000518	11
0.334579	0.285757	-0.000144	12
0.349787	0.298746	-0.001073	13
0.364995	0.311735	-0.002309	14
0.380203	0.324724	-0.003894	15
0.395411	0.337713	-0.005868	16
0.410619	0.350702	-0.008274	17
0.425828	0.363691	-0.011155	18
0.441036	0.376680	-0.014549	19
0.456244	0.389669	-0.018497	20
0.471452	0.402658	-0.023035	21
0.486660	0.415646	-0.028195	22
0.501868	0.428635	-0.034008	23
0.517076	0.441624	-0.040500	24
0.532284	0.454613	-0.047692	25
0.547493	0.467602	-0.055603	26
0.562701	0.480591	-0.064250	27
0.577909	0.493580	-0.073647	28
0.593117	0.506569	-0.083805	29
0.608325	0.519558	-0.094737	30
0.623533	0.532547	-0.106455	31
0.638741	0.545536	-0.118973	32
0.653949	0.558525	-0.132303	33
0.669158	0.571514	-0.146463	34
0.684366	0.584503	-0.161469	35
0.699574	0.597492	-0.177340	36
0.714782	0.610481	-0.194094	37
0.729990	0.623470	-0.211753	38
0.745198	0.636459	-0.230335	39
0.760406	0.649448	-0.249862	40
8
0.141421	0.141421	0.000000	0
0.155564	0.155563	0.000063	1
0.169706	0.169706	0.000212	2
0.183848	0.183848	0.000415	3
0.197990	0.197990	0.000643	4
0.212132	0.212132	0.000870	5
0.226274	0.226274	0.001071	6
0.240416	0.240416	0.001219	7
0.254559	0.254558	0.001287	8
0.268701	0.268700	0.001246	9
0.282843	0.282843	0.001062	10
0.296985	0.296985	0.000703	11
0.311127	0.311127	0.000132	12
0.325269	0.325269	-0.000692	13
0.339411	0.339411	-0.001809	14
0.353554	0.353553	-0.003263	15
0.367696	0.367695	-0.005101	16
0.381838	0.381837	-0.007369	17
0.395980	0.395980	-0.010114	18
0.410122	0.410122	-0.013382	19
0.424264	0.424264	-0.017218	20
0.438406	0.438406	-0.021664	21
0.452549	0.452548	-0.026757	22
0.466691	0.466690	-0.032532	23
0.480833	0.480832	-0.039017	24
0.494975	0.494974	-0.046233	25
0.509117	0.509117	-0.054199	26
0.523259	0.523259	-0.062927	27
0.537402	0.537401	-0.072428	28
0.551544	0.551543	-0.082707	29
0.565686	0.565685	-0.093773	30
0.579828	0.579827	-0.105630	31
0.593970	0.593969	-0.118288	32
0.608112	0.608111	-0.131756	33
0.622254	0.622254	-0.146044	34
0.636397	0.636396	-0.161166	35
0.650539	0.650538	-0.177137	36
0.664681	0.664680	-0.193975	37
0.678823	0.678822	-0.211697	38
0.692965	0.692964	-0.230320	39
0.707107	0.707106	-0.249862	40
9
0.129890	0.152081	0.000000	0
0.142879	0.167289	0.000057	1
0.155868	0.182497	0.000192	2
0.168857	0.197705	0.000378	3
0.181846	0.212914	0.000591	4
0.194835	0.228122	0.000807	5
0.207824	0.243330	0.001006	6
0.220813	0.258538	0.001163	7
0.233801	0.273746	0.001255	8
0.246790	0.288954	0.001255	9
0.259779	0.304162	0.001132	10
0.272768	0.319370	0.000855	11
0.285757	0.334578	0.000387	12
0.298746	0.349787	-0.000311	13
0.311735	0.364995	-0.001284	14
0.324724	0.380203	-0.002577	15
0.337713	0.395411	-0.004239	16
0.350702	0.410619	-0.006324	17
0.363691	0.425827	-0.008884	18
0.376680	0.441035	-0.011974	19
0.389669	0.456243	-0.015647	20
0.402658	0.471451	-0.019953	21
0.415647	0.486660	-0.024939	22
0.428636	0.501868	-0.030643	23
0.441625	0.517076	-0.037099	24
0.454614	0.532284	-0.044331	25
0.467603	0.547492	-0.052356	26
0.480592	0.562700	-0.061182	27
0.493581	0.577908	-0.070813	28
0.506570	0.593116	-0.081250	29
0.519559	0.608324	-0.092490	30
0.532548	0.623533	-0.104532	31
0.545537	0.638741	-0.117376	32
0.558526	0.653949	-0.131025	33
0.571515	0.669157	-0.145484	34
0.584504	0.684365	-0.160761	35
0.597493	0.699573	-0.176867	36
0.610482	0.714781	-0.193816	37
0.623471	0.729989	-0.211622	38
0.636460	0.745197	-0.230299	39
0.649449	0.760405	-0.249862	40
10
0.117557	0.161803	0.000000	0
0.129313	0.177984	0.000048	1
0.141069	0.194164	0.000166	2
0.152824	0.210344	0.000329	3
0.164580	0.226525	0.000518	4
0.176336	0.242705	0.000715	5
0.188091	0.258885	0.000903	6
0.199847	0.275066	0.001062	7
0.211603	0.291246	0.001171	8
0.223359	0.307426	0.001207	9
0.235114	0.323607	0.001145	10
0.246870	0.339787	0.000954	11
0.258626	0.355967	0.000599	12
0.270382	0.372148	0.000042	13
0.282137	0.388328	-0.000759	14
0.293893	0.404508	-0.001855	15
0.305649	0.420689	-0.003297	16
0.317404	0.436869	-0.005145	17
0.329160	0.453049	-0.007458	18
0.340916	0.469230	-0.010301	19
0.352672	0.485410	-0.013739	20
0.364427	0.501590	-0.017834	21
0.376183	0.517771	-0.022647	22
0.387939	0.533951	-0.028228	23
0.399694	0.550131	-0.034618	24
0.411450	0.566312	-0.041848	25
0.423206	0.582492	-0.049932	26
0.434962	0.598672	-0.058875	27
0.446717	0.614853	-0.068672	28
0.458473	0.631033	-0.079313	29
0.470229	0.647213	-0.090783	30
0.481984	0.663394	-0.103070	31
0.493740	0.679574	-0.116162	32
0.505496	0.695754	-0.130052	33
0.517252	0.711935	-0.144738	34
0.529007	0.728115	-0.160222	35
0.540763	0.744295	-0.176507	36
0.552519	0.760476	-0.193604	37
0.564274	0.776656	-0.211523	38
0.576030	0.792836	-0.230272	39
0.587786	0.809017	-0.249862	40
11
0.104500	0.170528	0.000000	0
0.114950	0.187581	0.000038	1
0.125400	0.204634	0.000132	2
0.135850	0.221686	0.000267	3
0.146300	0.238739	0.000425	4
0.156750	0.255792	0.000595	5
0.167200	0.272845	0.000761	6
0.177650	0.289898	0.000911	7
0.188100	0.306950	0.001027	8
0.198550	0.324003	0.001092	9
0.209000	0.341056	0.001083	10
0.219450	0.358109	0.000975	11
0.229900	0.375161	0.000737	12
0.240350	0.392214	0.000335	13
0.250800	0.409267	-0.000274	14
0.261250	0.426320	-0.001138	15
0.271700	0.443373	-0.002312	16
0.282150	0.460425	-0.003858	17
0.292600	0.477478	-0.005847	18
0.303050	0.494531	-0.008352	19
0.313500	0.511584	-0.011455	20
