time = 12.001	Re = 70	40	80
0
0.208544	0.024683	0.030369	1
0.228406	0.027034	0.022858	2
0.248267	0.029384	0.017031	3
0.268128	0.031735	0.011953	4
0.287990	0.034086	0.007490	5
0.307851	0.036437	0.003991	6
0.327713	0.038787	0.002109	7
0.347574	0.041138	0.002712	8
0.367435	0.043489	0.006812	9
0.387297	0.045840	0.015526	10
0.407158	0.048190	0.030042	11
0.427019	0.050541	0.051588	12
0.446881	0.052892	0.081417	13
0.466742	0.055243	0.120790	14
0.486604	0.057593	0.170985	15
0.506465	0.059944	0.233273	16
0.526326	0.062295	0.308893	17
0.546188	0.064646	0.399051	18
0.566049	0.066996	0.504904	19
0.585910	0.069347	0.627550	20
0.605772	0.071698	0.768005	21
0.625633	0.074048	0.927183	22
0.645495	0.076399	1.105854	23
0.665356	0.078750	1.304601	24
0.685217	0.081101	1.523761	25
0.705079	0.083451	1.763371	26
0.724940	0.085802	2.023113	27
0.744801	0.088153	2.302291	28
0.764663	0.090504	2.599848	29
0.784524	0.092854	2.914459	30
0.804385	0.095205	3.244707	31
0.824247	0.097556	3.589382	32
0.844108	0.099907	3.947878	33
0.863970	0.102257	4.320703	34
0.883831	0.104608	4.710051	35
0.903692	0.106959	5.120398	36
0.923554	0.109310	5.559034	37
0.943415	0.111660	6.036471	38
0.963276	0.114011	6.566611	39
0.983138	0.116362	7.166598	40
1
0.205965	0.040969	0.029621	1
0.225581	0.044871	0.022796	2
0.245196	0.048773	0.017625	3
0.264812	0.052674	0.012948	4
0.284428	0.056576	0.008610	5
0.304043	0.060478	0.004997	6
0.323659	0.064380	0.002823	7
0.343275	0.068282	0.003011	8
0.362891	0.072183	0.006622	9
0.382506	0.076085	0.014816	10
0.402122	0.079987	0.028819	11
0.421738	0.083889	0.049894	12
0.441353	0.087791	0.079323	13
0.460969	0.091692	0.118393	14
0.480585	0.095594	0.168395	15
0.500201	0.099496	0.230591	16
0.519816	0.103398	0.306194	17
0.539432	0.107300	0.396355	18
0.559048	0.111201	0.502150	19
0.578663	0.115103	0.624574	20
0.598279	0.119005	0.764528	21
0.617895	0.122907	0.922810	22
0.637510	0.126809	1.100096	23
0.657126	0.130710	1.296920	24
0.676742	0.134612	1.513638	25
0.696358	0.138514	1.750396	26
0.715973	0.142416	2.007092	27
0.735589	0.146318	2.283368	28
0.755205	0.150219	2.578619	29
0.774820	0.154121	2.892071	30
0.794436	0.158023	3.222922	31
0.814052	0.161925	3.570578	32
0.833668	0.165827	3.934975	33
0.853283	0.169728	4.316995	34
0.872899	0.173630	4.718934	35
0.892515	0.177532	5.144994	36
0.912130	0.181434	5.601729	37
0.931746	0.185336	6.098370	38
0.951362	0.189237	6.646954	39
0.970977	0.193139	7.262134	40
2
0.202116	0.057002	0.028653	1
0.221365	0.062431	0.022876	2
0.240614	0.067860	0.018660	3
0.259863	0.073289	0.014540	4
0.279112	0.078718	0.010338	5
0.298361	0.084146	0.006514	6
0.317610	0.089575	0.003870	7
0.336859	0.095004	0.003405	8
0.356108	0.100433	0.006253	9
0.375358	0.105862	0.013635	10
0.394607	0.111290	0.026836	11
0.413856	0.116719	0.047180	12
0.433105	0.122148	0.076007	13
0.452354	0.127577	0.114659	14
0.471603	0.133006	0.164468	15
0.490852	0.138435	0.226719	16
0.510101	0.143863	0.302617	17
0.529350	0.149292	0.393271	18
0.548600	0.154721	0.499678	19
0.567849	0.160150	0.622713	20
0.587098	0.165579	0.763133	21
0.606347	0.171007	0.921580	22
0.625596	0.176436	1.098590	23
0.644845	0.181865	1.294591	24
0.664094	0.187294	1.509900	25
0.683343	0.192723	1.744712	26
0.702592	0.198151	1.999085	27
0.721841	0.203580	2.272930	28
0.741091	0.209009	2.566030	29
0.760340	0.214438	2.878088	30
0.779589	0.219867	3.208845	31
0.798838	0.225295	3.558259	32
0.818087	0.230724	3.926761	33
0.837336	0.236153	4.315585	34
0.856585	0.241582	4.727144	35
0.875834	0.247011	5.165430	36
0.895083	0.252439	5.636370	37
0.914333	0.257868	6.148082	38
0.933582	0.263297	6.710934	39
0.952831	0.268726	7.337319	40
3
0.197020	0.072685	0.027457	1
0.215784	0.079607	0.023174	2
0.234548	0.086529	0.020266	3
0.253312	0.093452	0.016876	4
0.272076	0.100374	0.012832	5
0.290839	0.107296	0.008707	6
0.309603	0.114219	0.005420	7
0.328367	0.121141	0.004075	8
0.347131	0.128063	0.005889	9
0.365895	0.134986	0.012165	10
0.384658	0.141908	0.024266	11
0.403422	0.148830	0.043604	12
0.422186	0.155753	0.071606	13
0.440950	0.162675	0.109706	14
0.459714	0.169597	0.159317	15
0.478478	0.176520	0.221783	16
0.497241	0.183442	0.298335	17
0.516005	0.190364	0.390059	18
0.534769	0.197287	0.497868	19
0.553533	0.204209	0.622501	20
0.572297	0.211131	0.764526	21
0.591061	0.218054	0.924371	22
0.609824	0.224976	1.102355	23
0.628588	0.231898	1.298727	24
0.647352	0.238821	1.513687	25
0.666116	0.245743	1.747410	26
0.684880	0.252665	2.000055	27
0.703644	0.259588	2.271756	28
0.722407	0.266510	2.562625	29
0.741171	0.273432	2.872796	30
0.759935	0.280355	3.202508	31
0.778699	0.287277	3.552236	32
0.797463	0.294199	3.922884	33
0.816227	0.301122	4.316034	34
0.834990	0.308044	4.734243	35
0.853754	0.314966	5.181348	36
