time = 9.2999	Re = 1	40	80
0.150500	0.137523	0.203869	0.740373
0.164935	0.126404	0.207802	0.653906
0.176583	0.116971	0.211811	0.585053
0.187692	0.106538	0.215821	0.516274
0.197931	0.095604	0.219811	0.449970
0.207528	0.083775	0.223800	0.383676
0.221713	0.066090	0.231353	0.289702
0.233950	0.049163	0.239060	0.207127
0.252770	0.026396	0.254144	0.104051
0.268720	0.015637	0.269174	0.058127
0.283432	0.017945	0.283999	0.063230
0.296855	0.031247	0.298495	0.104876
0.307918	0.054304	0.312669	0.174563
0.311796	0.070138	0.319588	0.221265
0.314865	0.086352	0.326492	0.267669
0.315838	0.106255	0.333232	0.324528
0.315538	0.126324	0.339885	0.380805
0.313014	0.148744	0.346558	0.443609
0.308573	0.171440	0.353000	0.507125
0.301812	0.195755	0.359737	0.575390
0.293229	0.219606	0.366347	0.642812
0.282151	0.244580	0.373401	0.714190
0.269828	0.268807	0.380873	0.783502
0.255147	0.294723	0.389822	0.857248
0.239665	0.320064	0.399851	0.928061
0.231243	0.334278	0.406467	0.965616
0.222594	0.348069	0.413159	1.001830
0.213658	0.363180	0.421366	1.039027
0.204961	0.378293	0.430249	1.074266
0.195722	0.395644	0.441408	1.111404
0.186351	0.413279	0.453350	1.147187
0.177469	0.434709	0.469539	1.183200
0.167839	0.456318	0.486206	1.218343
0.163145	0.471322	0.498759	1.237561
0.158246	0.486265	0.511366	1.256174
0.153254	0.502755	0.525594	1.274915
0.147594	0.519038	0.539616	1.293748
0.141120	0.539179	0.557340	1.314808
0.135525	0.561260	0.577391	1.333866
0.127578	0.586751	0.600460	1.356698
0.117304	0.610233	0.621406	1.380884
0.111848	0.626920	0.636819	1.394245
0.107466	0.639924	0.648885	1.404413
0.105013	0.654499	0.662870	1.411704
0.096038	0.672266	0.679092	1.428899
0.083930	0.672409	0.677627	1.446618
0.067194	0.676994	0.680320	1.471867
0.054900	0.680054	0.682267	1.490242
0.039772	0.683126	0.684282	1.512642
0.024474	0.685826	0.686263	1.535126
0.038643	0.682408	0.683501	1.514229
0.010744	0.684835	0.684919	1.555109
-0.016907	0.685050	0.685259	1.595471
0.009420	0.683993	0.684058	1.557025
-0.005822	0.683768	0.683793	1.579310
-0.025338	0.683041	0.683511	1.607875
-0.048013	0.677262	0.678962	1.641571
-0.059803	0.669411	0.672077	1.659897
-0.055970	0.671466	0.673794	1.653959
-0.065104	0.660106	0.663309	1.669104
-0.079638	0.647176	0.652057	1.693235
-0.069455	0.654346	0.658021	1.676545
-0.083690	0.640866	0.646307	1.700650
-0.102262	0.626987	0.635272	1.732474
-0.097961	0.628790	0.636375	1.725347
-0.110515	0.618889	0.628679	1.747504
-0.124719	0.608484	0.621135	1.772963
-0.130647	0.602112	0.616123	1.784466
-0.145065	0.591596	0.609122	1.811262
-0.164389	0.578460	0.601365	1.847680
-0.166167	0.575344	0.598859	1.851959
-0.182253	0.564299	0.593001	1.883194
-0.204022	0.549918	0.586545	1.926060
-0.202201	0.549432	0.585458	1.923432
-0.219930	0.537301	0.580570	1.959314
-0.243405	0.521466	0.575476	2.007508
-0.244834	0.518892	0.573753	2.011663
-0.262157	0.506370	0.570208	2.048518
-0.283672	0.490711	0.566804	2.094945
-0.283197	0.489648	0.565646	2.095158
-0.297455	0.478425	0.563356	2.127047
-0.320279	0.460558	0.560974	2.178438
-0.319313	0.459973	0.559943	2.177619
-0.336964	0.445254	0.558387	2.218629
-0.353113	0.430859	0.557071	2.257349
-0.353702	0.429091	0.556080	2.260183
-0.370212	0.413929	0.555332	2.300501
-0.385109	0.399199	0.554679	2.338232
-0.385408	0.397570	0.553716	2.340662
-0.399984	0.382619	0.553521	2.378380
-0.413251	0.367979	0.553340	2.414080
-0.417515	0.362076	0.552647	2.427188
-0.428974	0.348757	0.552857	2.458973
-0.439798	0.335338	0.553059	2.490150
-0.443860	0.329041	0.552521	2.503671
-0.453470	0.316408	0.552946	2.532380
-0.462650	0.303585	0.553361	2.560881
-0.470538	0.291388	0.553456	2.587127
-0.482756	0.272327	0.554270	2.627982
-0.486604	0.264899	0.554035	2.643072
-0.500631	0.240508	0.555406	2.693739
-0.507296	0.227254	0.555872	2.720427
-0.517248	0.207046	0.557147	2.760842
