time = 25	Re = 0.5	40	80
0.189414	0.014907	0.001355	0
0.209353	0.016476	-0.001355	1
0.229291	0.018046	-0.002269	2
0.249229	0.019615	-0.001491	3
0.269168	0.021184	0.000895	4
0.289106	0.022753	0.004828	5
0.309044	0.024322	0.010260	6
0.328983	0.025891	0.017160	7
0.348921	0.027461	0.025503	8
0.368859	0.029030	0.035270	9
0.388798	0.030599	0.046446	10
0.408736	0.032168	0.059020	11
0.428674	0.033737	0.072981	12
0.448613	0.035307	0.088318	13
0.468551	0.036876	0.105019	14
0.488489	0.038445	0.123074	15
0.508428	0.040014	0.142469	16
0.528366	0.041583	0.163189	17
0.548305	0.043152	0.185220	18
0.568243	0.044722	0.208544	19
0.588181	0.046291	0.233144	20
0.608120	0.047860	0.259002	21
0.628058	0.049429	0.286099	22
0.647996	0.050998	0.314419	23
0.667935	0.052568	0.343943	24
0.687873	0.054137	0.374657	25
0.707811	0.055706	0.406546	26
0.727750	0.057275	0.439599	27
0.747688	0.058844	0.473806	28
0.767626	0.060413	0.509162	29
0.787565	0.061983	0.545663	30
0.807503	0.063552	0.583309	31
0.827441	0.065121	0.622105	32
0.847380	0.066690	0.662055	33
0.867318	0.068259	0.703170	34
0.887256	0.069829	0.745462	35
0.907195	0.071398	0.788945	36
0.927133	0.072967	0.833636	37
0.947071	0.074536	0.879553	38
0.967010	0.076105	0.926715	39
0.986948	0.077674	0.975143	40
1.006887	0.079244	1.024857	41
0
0.187661	0.029723	0.001452	0
0.207415	0.032851	-0.001452	1
0.227168	0.035980	-0.002537	2
0.246922	0.039109	-0.001919	3
0.266676	0.042237	0.000316	4
0.286430	0.045366	0.004105	5
0.306183	0.048495	0.009404	6
0.325937	0.051623	0.016182	7
0.345691	0.054752	0.024418	8
0.365445	0.057881	0.034098	9
0.385198	0.061009	0.045210	10
0.404952	0.064138	0.057745	11
0.424706	0.067267	0.071695	12
0.444460	0.070395	0.087052	13
0.464214	0.073524	0.103805	14
0.483967	0.076653	0.121943	15
0.503721	0.079782	0.141451	16
0.523475	0.082910	0.162315	17
0.543229	0.086039	0.184514	18
0.562982	0.089168	0.208028	19
0.582736	0.092296	0.232836	20
0.602490	0.095425	0.258914	21
0.622244	0.098554	0.286237	22
0.641997	0.101682	0.314782	23
0.661751	0.104811	0.344524	24
0.681505	0.107940	0.375441	25
0.701259	0.111068	0.407514	26
0.721013	0.114197	0.440725	27
0.740766	0.117326	0.475060	28
0.760520	0.120454	0.510509	29
0.780274	0.123583	0.547066	30
0.800028	0.126712	0.584728	31
0.819781	0.129840	0.623500	32
0.839535	0.132969	0.663388	33
0.859289	0.136098	0.704403	34
0.879043	0.139227	0.746561	35
0.898796	0.142355	0.789881	36
0.918550	0.145484	0.834384	37
0.938304	0.148613	0.880096	38
0.958058	0.151741	0.927043	39
0.977811	0.154870	0.975251	40
0.997565	0.157999	1.024749	41
1
0.184750	0.044355	0.001567	0
0.204198	0.049023	-0.001567	1
0.223645	0.053692	-0.002855	2
0.243092	0.058361	-0.002426	3
0.262540	0.063030	-0.000375	4
0.281987	0.067699	0.003236	5
0.301435	0.072368	0.008363	6
0.320882	0.077037	0.014979	7
0.340329	0.081706	0.023069	8
0.359777	0.086375	0.032622	9
0.379224	0.091044	0.043634	10
0.398672	0.095713	0.056099	11
0.418119	0.100381	0.070015	12
0.437566	0.105050	0.085376	13
0.457014	0.109719	0.102175	14
0.476461	0.114388	0.120400	15
0.495909	0.119057	0.140038	16
0.515356	0.123726	0.161072	17
0.534803	0.128395	0.183479	18
0.554251	0.133064	0.207235	19
0.573698	0.137733	0.232311	20
0.593146	0.142402	0.258678	21
0.612593	0.147070	0.286302	22
0.632040	0.151739	0.315151	23
0.651488	0.156408	0.345192	24
0.670935	0.161077	0.376394	25
0.690383	0.165746	0.408727	26
0.709830	0.170415	0.442166	27
0.729277	0.175084	0.476691	28
0.748725	0.179753	0.512283	29
0.768172	0.184422	0.548932	30
0.787620	0.189091	0.586634	31
0.807067	0.193759	0.625390	32
0.826514	0.198428	0.665207	33
0.845962	0.203097	0.706098	34
0.865409	0.207766	0.748084	35
0.884857	0.212435	0.791187	36
0.904304	0.217104	0.835437	37
0.923751	0.221773	0.880866	38
0.943199	0.226442	0.927510	39
0.962646	0.231111	0.975407	40
0.982094	0.235780	1.024593	41
2
0.180701	0.058713	0.001699	0
0.199722	0.064894	-0.001699	1
0.218743	0.071074	-0.003215	2
0.237764	0.077254	-0.003004	3
0.256785	0.083435	-0.001169	4
0.275806	0.089615	0.002223	5
0.294828	0.095795	0.007132	6
0.313849	0.101976	0.013537	7
0.332870	0.108156	0.021427	8
0.351891	0.114336	0.030800	9
0.370912	0.120517	0.041660	10
0.389933	0.126697	0.054010	11
0.408954	0.132877	0.067852	12
0.427975	0.139058	0.083187	13
0.446997	0.145238	0.100012	14
0.466018	0.151418	0.118320	15
0.485039	0.157599	0.138098	16
0.504060	0.163779	0.159328	17
0.523081	0.169959	0.181985	18
0.542102	0.176140	0.206039	19
0.561123	0.182320	0.231456	20
0.580145	0.188500	0.258197	21
0.599166	0.194681	0.286217	22
0.618187	0.200861	0.315474	23
0.637208	0.207041	0.345921	24
0.656229	0.213222	0.377515	25
0.675250	0.219402	0.410214	26
0.694271	0.225582	0.443980	27
0.713292	0.231763	0.478780	28
0.732314	0.237943	0.514589	29
0.751335	0.244123	0.551388	30
0.770356	0.250304	0.589167	31
0.789377	0.256484	0.627924	32
0.808398	0.262664	0.667665	33
0.827419	0.268845	0.708406	34
0.846440	0.275025	0.750171	35
0.865462	0.281205	0.792989	36
0.884483	0.287386	0.836899	37
0.903504	0.293566	0.881943	38
0.922525	0.299746	0.928169	39
0.941546	0.305927	0.975628	40
0.960567	0.312107	1.024372	41
3
0.175537	0.072710	0.001841	0
0.194015	0.080363	-0.001841	1
0.212492	0.088017	-0.003603	2
0.230970	0.095671	-0.003633	3
0.249448	0.103324	-0.002048	4
0.267925	0.110978	0.001081	5
0.286403	0.118632	0.005719	6
0.304880	0.126285	0.011849	7
0.323358	0.133939	0.019471	8
0.341835	0.141593	0.028595	9
0.360313	0.149246	0.039233	10
0.378791	0.156900	0.051398	11
0.397268	0.164554	0.065106	12
0.415746	0.172207	0.080364	13
0.434223	0.179861	0.097179	14
0.452701	0.187515	0.115549	15
0.471179	0.195168	0.135465	16
0.489656	0.202822	0.156909	17
0.508134	0.210476	0.179856	18
0.526611	0.218129	0.204272	19
0.545089	0.225783	0.230113	20
0.563567	0.233437	0.257330	21
0.582044	0.241090	0.285866	22
0.600522	0.248744	0.315663	23
0.618999	0.256398	0.346658	24
0.637477	0.264051	0.378788	25
0.655955	0.271705	0.411995	26
0.674432	0.279359	0.446222	27
0.692910	0.287012	0.481421	28
0.711387	0.294666	0.517553	29
0.729865	0.302320	0.554585	30
0.748343	0.309973	0.592500	31
0.766820	0.317627	0.631289	32
0.785298	0.325281	0.670957	33
0.803775	0.332934	0.711520	34
0.822253	0.340588	0.753007	35
0.840730	0.348242	0.795454	36
0.859208	0.355895	0.838911	37
0.877686	0.363549	0.883435	38
0.896163	0.371203	0.929088	39
0.914641	0.378856	0.975939	40
0.933118	0.386510	1.024061	41
4
0.169291	0.086258	0.001984	0
0.187111	0.095338	-0.001984	1
0.204932	0.104418	-0.003996	2
0.222752	0.113498	-0.004284	3
0.240572	0.122577	-0.002981	4
0.258392	0.131657	-0.000161	5
0.276212	0.140737	0.004143	6
0.294032	0.149817	0.009926	7
0.311852	0.158897	0.017197	8
0.329672	0.167976	0.025980	9
0.347493	0.177056	0.036300	10
0.365313	0.186136	0.048189	11
0.383133	0.195216	0.061672	12
0.400953	0.204296	0.076775	13
0.418773	0.213375	0.093515	14
0.436593	0.222455	0.111901	15
0.454413	0.231535	0.131931	16
0.472234	0.240615	0.153593	17
0.490054	0.249695	0.176863	18
0.507874	0.258774	0.201702	19
0.525694	0.267854	0.228060	20
0.543514	0.276934	0.255875	21
0.561334	0.286014	0.285075	22
0.579154	0.295094	0.315580	23
0.596974	0.304173	0.347305	24
0.614795	0.313253	0.380164	25
0.632615	0.322333	0.414071	26
0.650435	0.331413	0.448945	27
0.668255	0.340493	0.484715	28
0.686075	0.349572	0.521318	29
0.703895	0.358652	0.558707	30
0.721715	0.367732	0.596848	31
0.739536	0.376812	0.635724	32
0.757356	0.385892	0.675333	33
0.775176	0.394971	0.715692	34
0.792996	0.404051	0.756833	35
0.810816	0.413131	0.798803	36
0.828636	0.422211	0.841664	37
0.846456	0.431291	0.885488	38
0.864277	0.440370	0.930361	39
0.882097	0.449450	0.976374	40
0.899917	0.458530	1.023626	41
5
0.162002	0.099275	0.002114	0
0.179054	0.109725	-0.002114	1
0.196107	0.120175	-0.004364	2
0.213160	0.130625	-0.004914	3
0.230213	0.141075	-0.003919	4
0.247266	0.151524	-0.001455	5
0.264319	0.161974	0.002449	6
0.281371	0.172424	0.007799	7
0.298424	0.182874	0.014619	8
0.315477	0.193324	0.022948	9
0.332530	0.203774	0.032830	10
0.349583	0.214224	0.044315	11
0.366635	0.224674	0.057451	12
0.383688	0.235124	0.072281	13
0.400741	0.245574	0.088841	14
0.417794	0.256024	0.107159	15
0.434847	0.266474	0.127247	16
0.451899	0.276924	0.149103	17
0.468952	0.287374	0.172708	18
0.486005	0.297824	0.198024	19
0.503058	0.308274	0.224996	20
0.520111	0.318724	0.253547	21
0.537163	0.329174	0.283587	22
0.554216	0.339624	0.315011	23
0.571269	0.350074	0.347703	24
0.588322	0.360524	0.381542	25
0.605375	0.370974	0.416408	26
0.622427	0.381424	0.452184	27
0.639480	0.391874	0.488762	28
0.656533	0.402324	0.526051	29
0.673586	0.412774	0.563974	30
0.690639	0.423224	0.602477	31
0.707692	0.433673	0.641526	32
0.724744	0.444123	0.681111	33
0.741797	0.454573	0.721246	34
0.758850	0.465023	0.761964	35
0.775903	0.475473	0.803325	36
0.792956	0.485923	0.845404	37
0.810008	0.496373	0.888296	38
0.827061	0.506823	0.932113	39
0.844114	0.517273	0.976977	40
0.861167	0.527723	1.023023	41
6
