time = 25	Re = 0.5	40	80
0.199846	0.007852	0.000000	0
0.219830	0.008637	0.000088	1
0.239815	0.009422	0.000311	2
0.259800	0.010208	0.000627	3
0.279784	0.010993	0.001010	4
0.299769	0.011778	0.001437	5
0.319753	0.012563	0.001893	6
0.339738	0.013348	0.002363	7
0.359722	0.014134	0.002835	8
0.379707	0.014919	0.003297	9
0.399692	0.015704	0.003738	10
0.419676	0.016489	0.004149	11
0.439661	0.017274	0.004521	12
0.459645	0.018060	0.004847	13
0.479630	0.018845	0.005118	14
0.499615	0.019630	0.005330	15
0.519599	0.020415	0.005479	16
0.539584	0.021200	0.005563	17
0.559568	0.021985	0.005580	18
0.579553	0.022771	0.005531	19
0.599537	0.023556	0.005418	20
0.619522	0.024341	0.005245	21
0.639507	0.025126	0.005016	22
0.659491	0.025911	0.004738	23
0.679476	0.026697	0.004417	24
0.699460	0.027482	0.004062	25
0.719445	0.028267	0.003682	26
0.739429	0.029052	0.003285	27
0.759414	0.029837	0.002880	28
0.779399	0.030623	0.002477	29
0.799383	0.031408	0.002084	30
0.819368	0.032193	0.001710	31
0.839352	0.032978	0.001361	32
0.859337	0.033763	0.001044	33
0.879322	0.034549	0.000765	34
0.899306	0.035334	0.000526	35
0.919291	0.036119	0.000332	36
0.939275	0.036904	0.000183	37
0.959260	0.037689	0.000079	38
0.979244	0.038475	0.000019	39
0.999229	0.039260	0.000000	40
1.019214	0.040045	0.000000	41
0
0.198614	0.023507	0.000000	0
0.218475	0.025858	0.000112	1
0.238336	0.028209	0.000387	2
0.258198	0.030560	0.000777	3
0.278059	0.032910	0.001248	4
0.297921	0.035261	0.001779	5
0.317782	0.037612	0.002349	6
0.337643	0.039963	0.002944	7
0.357505	0.042313	0.003548	8
0.377366	0.044664	0.004146	9
0.397227	0.047015	0.004726	10
0.417089	0.049366	0.005274	11
0.436950	0.051716	0.005779	12
0.456811	0.054067	0.006228	13
0.476673	0.056418	0.006613	14
0.496534	0.058769	0.006924	15
0.516396	0.061119	0.007156	16
0.536257	0.063470	0.007304	17
0.556118	0.065821	0.007364	18
0.575980	0.068172	0.007337	19
0.595841	0.070522	0.007223	20
0.615702	0.072873	0.007026	21
0.635564	0.075224	0.006751	22
0.655425	0.077575	0.006407	23
0.675287	0.079925	0.006001	24
0.695148	0.082276	0.005544	25
0.715009	0.084627	0.005048	26
0.734871	0.086978	0.004524	27
0.754732	0.089328	0.003984	28
0.774593	0.091679	0.003442	29
0.794455	0.094030	0.002910	30
0.814316	0.096381	0.002398	31
0.834178	0.098731	0.001918	32
0.854039	0.101082	0.001479	33
0.873900	0.103433	0.001089	34
0.893762	0.105784	0.000754	35
0.913623	0.108134	0.000478	36
0.933484	0.110485	0.000265	37
0.953346	0.112836	0.000115	38
0.973207	0.115187	0.000028	39
0.993068	0.117537	0.000000	40
1.012930	0.119888	0.000000	41
1
0.196157	0.039018	0.000000	0
0.215773	0.042920	0.000134	1
0.235388	0.046822	0.000460	2
0.255004	0.050723	0.000922	3
0.274620	0.054625	0.001484	4
0.294236	0.058527	0.002122	5
0.313851	0.062429	0.002818	6
0.333467	0.066331	0.003553	7
0.353083	0.070232	0.004310	8
0.372698	0.074134	0.005072	9
0.392314	0.078036	0.005822	10
0.411930	0.081938	0.006542	11
0.431546	0.085840	0.007217	12
0.451161	0.089741	0.007831	13
0.470777	0.093643	0.008370	14
0.490393	0.097545	0.008821	15
0.510008	0.101447	0.009173	16
0.529624	0.105349	0.009420	17
0.549240	0.109250	0.009554	18
0.568855	0.113152	0.009573	19
0.588471	0.117054	0.009477	20
0.608087	0.120956	0.009268	21
0.627703	0.124858	0.008953	22
0.647318	0.128760	0.008539	23
0.666934	0.132661	0.008038	24
0.686550	0.136563	0.007461	25
0.706165	0.140465	0.006825	26
0.725781	0.144367	0.006145	27
0.745397	0.148269	0.005437	28
0.765013	0.152170	0.004718	29
0.784628	0.156072	0.004006	30
0.804244	0.159974	0.003316	31
0.823860	0.163876	0.002664	32
0.843475	0.167778	0.002064	33
0.863091	0.171679	0.001526	34
0.882707	0.175581	0.001061	35
0.902322	0.179483	0.000677	36
0.921938	0.183385	0.000377	37
0.941554	0.187287	0.000165	38
0.961170	0.191188	0.000040	39
0.980785	0.195090	0.000000	40
1.000401	0.198992	0.000000	41
2
0.192491	0.054288	0.000000	0
0.211740	0.059717	0.000153	1
0.230989	0.065146	0.000522	2
0.250238	0.070574	0.001047	3
0.269487	0.076003	0.001695	4
0.288737	0.081432	0.002441	5
0.307986	0.086861	0.003268	6
0.327235	0.092290	0.004156	7
0.346484	0.097718	0.005087	8
0.365733	0.103147	0.006040	9
0.384982	0.108576	0.006994	10
0.404231	0.114005	0.007928	11
0.423480	0.119434	0.008819	12
0.442729	0.124863	0.009648	13
0.461979	0.130291	0.010393	14
0.481228	0.135720	0.011037	15
0.500477	0.141149	0.011562	16
0.519726	0.146578	0.011957	17
0.538975	0.152007	0.012209	18
0.558224	0.157435	0.012313	19
0.577473	0.162864	0.012265	20
0.596722	0.168293	0.012067	21
0.615971	0.173722	0.011724	22
0.635220	0.179151	0.011244	23
0.654470	0.184579	0.010640	24
0.673719	0.190008	0.009928	25
0.692968	0.195437	0.009126	26
0.712217	0.200866	0.008255	27
0.731466	0.206295	0.007338	28
0.750715	0.211723	0.006397	29
0.769964	0.217152	0.005456	30
0.789213	0.222581	0.004536	31
0.808462	0.228010	0.003660	32
0.827712	0.233439	0.002847	33
0.846961	0.238867	0.002115	34
0.866210	0.244296	0.001477	35
0.885459	0.249725	0.000946	36
0.904708	0.255154	0.000530	37
0.923957	0.260583	0.000233	38
0.943206	0.266011	0.000057	39
0.962455	0.271440	0.000000	40
0.981704	0.276869	0.000000	41
3
0.187638	0.069223	0.000000	0
0.206402	0.076146	0.000164	1
0.225166	0.083068	0.000562	2
0.243930	0.089990	0.001135	3
0.262694	0.096913	0.001854	4
0.281457	0.103835	0.002699	5
0.300221	0.110757	0.003656	6
0.318985	0.117680	0.004705	7
0.337749	0.124602	0.005827	8
0.356513	0.131524	0.006998	9
0.375277	0.138447	0.008194	10
0.394040	0.145369	0.009387	11
0.412804	0.152291	0.010549	12
