time = 25	Re = 0.5	40	80
0.235114	0.323607	0.000332	10
0.246870	0.339787	0.000018	11
0.258626	0.355967	-0.000454	12
0.270382	0.372148	-0.001123	13
0.282137	0.388328	-0.002027	14
0.293893	0.404508	-0.003215	15
0.305649	0.420689	-0.004738	16
0.317404	0.436869	-0.006656	17
0.329160	0.453049	-0.009035	18
0.340916	0.469230	-0.011942	19
0.352672	0.485410	-0.015452	20
0.364427	0.501590	-0.019640	21
0.376183	0.517771	-0.024578	22
0.387939	0.533951	-0.030335	23
0.399694	0.550131	-0.036968	24
0.411450	0.566312	-0.044526	25
0.423206	0.582492	-0.053041	26
0.434962	0.598672	-0.062528	27
0.446717	0.614853	-0.072991	28
0.458473	0.631033	-0.084416	29
0.470229	0.647213	-0.096781	30
0.481984	0.663394	-0.110056	31
0.493740	0.679574	-0.124203	32
0.505496	0.695754	-0.139180	33
0.517252	0.711935	-0.154945	34
0.529007	0.728115	-0.171456	35
0.540763	0.744295	-0.188671	36
0.552519	0.760476	-0.206553	37
0.564274	0.776656	-0.225071	38
0.576030	0.792836	-0.244197	39
0.587786	0.809017	-0.263914	40
11
0.104500	0.170528	0.000000	0
0.114950	0.187581	0.000029	1
0.125400	0.204634	0.000099	2
0.135850	0.221686	0.000195	3
0.146300	0.238739	0.000302	4
0.156750	0.255792	0.000410	5
0.167200	0.272845	0.000505	6
0.177650	0.289898	0.000576	7
0.188100	0.306950	0.000608	8
0.198550	0.324003	0.000587	9
0.209000	0.341056	0.000492	10
0.219450	0.358109	0.000301	11
0.229900	0.375161	-0.000011	12
0.240350	0.392214	-0.000477	13
0.250800	0.409267	-0.001134	14
0.261250	0.426320	-0.002028	15
0.271700	0.443373	-0.003212	16
0.282150	0.460425	-0.004747	17
0.292600	0.477478	-0.006706	18
0.303050	0.494531	-0.009170	19
0.313500	0.511584	-0.012227	20
0.323950	0.528637	-0.015973	21
0.334400	0.545689	-0.020504	22
0.344850	0.562742	-0.025914	23
0.355300	0.579795	-0.032287	24
0.365750	0.596848	-0.039689	25
0.376199	0.613901	-0.048164	26
0.386649	0.630953	-0.057731	27
0.397099	0.648006	-0.068386	28
0.407549	0.665059	-0.080107	29
0.417999	0.682112	-0.092853	30
0.428449	0.699165	-0.106577	31
0.438899	0.716217	-0.121218	32
0.449349	0.733270	-0.136714	33
0.459799	0.750323	-0.153001	34
0.470249	0.767376	-0.170013	35
0.480699	0.784429	-0.187687	36
0.491149	0.801481	-0.205965	37
0.501599	0.818534	-0.224792	38
0.512049	0.835587	-0.244122	39
0.522499	0.852640	-0.263914	40
12
0.090798	0.178201	0.000000	0
0.099878	0.196021	0.000020	1
0.108958	0.213841	0.000073	2
0.118038	0.231662	0.000148	3
0.127118	0.249482	0.000235	4
0.136197	0.267302	0.000325	5
0.145277	0.285122	0.000412	6
0.154357	0.302942	0.000487	7
0.163437	0.320762	0.000540	8
0.172517	0.338582	0.000561	9
0.181597	0.356402	0.000536	10
0.190676	0.374223	0.000450	11
0.199756	0.392043	0.000283	12
0.208836	0.409863	0.000008	13
0.217916	0.427683	-0.000404	14
0.226996	0.445503	-0.000994	15
0.236075	0.463323	-0.001811	16
0.245155	0.481143	-0.002915	17
0.254235	0.498963	-0.004381	18
0.263315	0.516784	-0.006298	19
0.272395	0.534604	-0.008772	20
0.281475	0.552424	-0.011922	21
0.290554	0.570244	-0.015880	22
0.299634	0.588064	-0.020781	23
0.308714	0.605884	-0.026749	24
0.317794	0.623704	-0.033886	25
0.326874	0.641524	-0.042257	26
0.335954	0.659345	-0.051884	27
0.345033	0.677165	-0.062754	28
0.354113	0.694985	-0.074825	29
0.363193	0.712805	-0.088034	30
0.372273	0.730625	-0.102303	31
0.381353	0.748445	-0.117548	32
0.390433	0.766265	-0.133678	33
0.399512	0.784085	-0.150602	34
0.408592	0.801905	-0.168228	35
0.417672	0.819726	-0.186467	36
0.426752	0.837546	-0.205232	37
0.435832	0.855366	-0.224444	38
0.444912	0.873186	-0.244026	39
0.453991	0.891006	-0.263914	40
13
0.076537	0.184776	0.000000	0
0.084191	0.203253	0.000011	1
0.091844	0.221731	0.000045	2
0.099498	0.240209	0.000094	3
0.107152	0.258686	0.000154	4
0.114805	0.277164	0.000219	5
0.122459	0.295641	0.000285	6
0.130113	0.314119	0.000347	7
0.137766	0.332596	0.000401	8
0.145420	0.351074	0.000441	9
0.153074	0.369552	0.000459	10
0.160727	0.388029	0.000446	11
0.168381	0.406507	0.000390	12
0.176035	0.424984	0.000274	13
0.183688	0.443462	0.000077	14
0.191342	0.461940	-0.000230	15
0.198996	0.480417	-0.000687	16
0.206650	0.498895	-0.001344	17
0.214303	0.517372	-0.002270	18
0.221957	0.535850	-0.003555	19
0.229611	0.554327	-0.005313	20
0.237264	0.572805	-0.007690	21
0.244918	0.591283	-0.010860	22
0.252572	0.609760	-0.015020	23
