time = 8	Re = 40	40	80
0.189854	0.007459	-1.173627	0
0.209838	0.008245	-1.173627	1
0.229823	0.009030	-1.139970	2
0.249807	0.009815	-1.111091	3
0.269792	0.010600	-1.097138	4
0.289776	0.011385	-1.098853	5
0.309761	0.012171	-1.114673	6
0.329746	0.012956	-1.142944	7
0.349730	0.013741	-1.182464	8
0.369715	0.014526	-1.232542	9
0.389699	0.015311	-1.292931	10
0.409684	0.016097	-1.363780	11
0.429668	0.016882	-1.445615	12
0.449653	0.017667	-1.539366	13
0.469638	0.018452	-1.646446	14
0.489622	0.019237	-1.768890	15
0.509607	0.020022	-1.909548	16
0.529591	0.020808	-2.072371	17
0.549576	0.021593	-2.262789	18
0.569561	0.022378	-2.488206	19
0.589545	0.023163	-2.758634	20
0.609530	0.023948	-3.087197	21
0.629514	0.024734	-3.491493	22
0.649499	0.025519	-3.995921	23
0.669483	0.026304	-4.648842	24
0.689468	0.027089	-3.658849	25
0.709453	0.027874	-3.052345	26
0.729437	0.028660	-2.613253	27
0.749422	0.029445	-2.242945	28
0.769406	0.030230	-1.892023	29
0.789391	0.031015	-1.533749	30
0.809376	0.031800	-1.152687	31
0.829360	0.032586	-0.739575	32
0.849345	0.033371	-0.288702	33
0.869329	0.034156	0.203529	34
0.889314	0.034941	0.739372	35
0.909298	0.035726	1.320004	36
0.929283	0.036512	1.945921	37
0.949268	0.037297	2.616854	38
0.969252	0.038082	3.331559	39
0.989237	0.038867	4.087633	40
1.009221	0.039652	4.087633	41
0
0.188683	0.022332	-1.203105	0
0.208544	0.024683	-1.203105	1
0.228406	0.027034	-1.169028	2
0.248267	0.029384	-1.143954	3
0.268128	0.031735	-1.132015	4
0.287990	0.034086	-1.133714	5
0.307851	0.036437	-1.148157	6
0.327713	0.038787	-1.174224	7
0.347574	0.041138	-1.211003	8
0.367435	0.043489	-1.257906	9
0.387297	0.045840	-1.314670	10
0.407158	0.048190	-1.381325	11
0.427019	0.050541	-1.458177	12
0.446881	0.052892	-1.545792	13
0.466742	0.055243	-1.645009	14
0.486604	0.057593	-1.756941	15
0.506465	0.059944	-1.882970	16
0.526326	0.062295	-2.024682	17
0.546188	0.064646	-2.183672	18
0.566049	0.066996	-2.361060	19
0.585910	0.069347	-2.556242	20
0.605772	0.071698	-2.764865	21
0.625633	0.074048	-2.973434	22
0.645495	0.076399	-3.150388	23
0.665356	0.078750	-3.217485	24
0.685217	0.081101	-2.996990	25
0.705079	0.083451	-2.716463	26
0.724940	0.085802	-2.429661	27
0.744801	0.088153	-2.139491	28
0.764663	0.090504	-1.836708	29
0.784524	0.092854	-1.511191	30
0.804385	0.095205	-1.154740	31
0.824247	0.097556	-0.761396	32
0.844108	0.099907	-0.327098	33
0.863970	0.102257	0.150737	34
0.883831	0.104608	0.673547	35
0.903692	0.106959	1.241846	36
0.923554	0.109310	1.855344	37
0.943415	0.111660	2.512958	38
0.963276	0.114011	3.212733	39
0.983138	0.116362	3.951713	40
1.002999	0.118713	3.951713	41
1
0.186349	0.037067	-1.235136	0
0.205965	0.040969	-1.235136	1
0.225581	0.044871	-1.192371	2
0.245196	0.048773	-1.165549	3
0.264812	0.052674	-1.153103	4
0.284428	0.056576	-1.153787	5
0.304043	0.060478	-1.166355	6
0.323659	0.064380	-1.189707	7
0.343275	0.068282	-1.222989	8
0.362891	0.072183	-1.265612	9
0.382506	0.076085	-1.317227	10
0.402122	0.079987	-1.377682	11
0.421738	0.083889	-1.446978	12
0.441353	0.087791	-1.525223	13
0.460969	0.091692	-1.612573	14
0.480585	0.095594	-1.709159	15
0.500201	0.099496	-1.814960	16
0.519816	0.103398	-1.929595	17
0.539432	0.107300	-2.051977	18
0.559048	0.111201	-2.179821	19
0.578663	0.115103	-2.308540	20
0.598279	0.119005	-2.429865	21
0.617895	0.122907	-2.530124	22
0.637510	0.126809	-2.590358	23
0.657126	0.130710	-2.583146	24
0.676742	0.134612	-2.488029	25
0.696358	0.138514	-2.335967	26
0.715973	0.142416	-2.147240	27
0.735589	0.146318	-1.928676	28
0.755205	0.150219	-1.679582	29
0.774820	0.154121	-1.396305	30
0.794436	0.158023	-1.074661	31
0.814052	0.161925	-0.711010	32
0.833668	0.165827	-0.302628	33
0.853283	0.169728	0.152235	34
0.872899	0.173630	0.654422	35
0.892515	0.177532	1.203950	36
0.912130	0.181434	1.800083	37
