time = 8	Re = 40	40	80
0.189414	0.014907	0.000014	0
0.209353	0.016476	-0.000014	1
0.229291	0.018046	-0.000277	2
0.249229	0.019615	-0.000528	3
0.269168	0.021184	-0.000747	4
0.289106	0.022753	-0.000947	5
0.309044	0.024322	-0.001140	6
0.328983	0.025891	-0.001333	7
0.348921	0.027461	-0.001530	8
0.368859	0.029030	-0.001733	9
0.388798	0.030599	-0.001942	10
0.408736	0.032168	-0.002156	11
0.428674	0.033737	-0.002373	12
0.448613	0.035307	-0.002590	13
0.468551	0.036876	-0.002799	14
0.488489	0.038445	-0.002982	15
0.508428	0.040014	-0.003105	16
0.528366	0.041583	-0.003094	17
0.548305	0.043152	-0.002800	18
0.568243	0.044722	-0.001929	19
0.588181	0.046291	0.000095	20
0.608120	0.047860	0.004384	21
0.628058	0.049429	0.013047	22
0.647996	0.050998	0.030112	23
0.667935	0.052568	0.063045	24
0.687873	0.054137	0.126217	25
0.707811	0.055706	0.199070	26
0.727750	0.057275	0.273596	27
0.747688	0.058844	0.346535	28
0.767626	0.060413	0.416547	29
0.787565	0.061983	0.483137	30
0.807503	0.063552	0.546214	31
0.827441	0.065121	0.605891	32
0.847380	0.066690	0.662372	33
0.867318	0.068259	0.715893	34
0.887256	0.069829	0.766673	35
0.907195	0.071398	0.814884	36
0.927133	0.072967	0.860624	37
0.947071	0.074536	0.903899	38
0.967010	0.076105	0.944610	39
0.986948	0.077674	0.982554	40
1.006887	0.079244	1.017446	41
0
0.187661	0.029723	0.000282	0
0.207415	0.032851	-0.000282	1
0.227168	0.035980	-0.001113	2
0.246922	0.039109	-0.001900	3
0.266676	0.042237	-0.002610	4
0.286430	0.045366	-0.003265	5
0.306183	0.048495	-0.003890	6
0.325937	0.051623	-0.004495	7
0.345691	0.054752	-0.005083	8
0.365445	0.057881	-0.005650	9
0.385198	0.061009	-0.006183	10
0.404952	0.064138	-0.006662	11
0.424706	0.067267	-0.007057	12
0.444460	0.070395	-0.007324	13
0.464214	0.073524	-0.007397	14
0.483967	0.076653	-0.007171	15
0.503721	0.079782	-0.006486	16
0.523475	0.082910	-0.005087	17
0.543229	0.086039	-0.002572	18
0.562982	0.089168	0.001689	19
0.582736	0.092296	0.008650	20
0.602490	0.095425	0.019730	21
0.622244	0.098554	0.036946	22
0.641997	0.101682	0.062936	23
0.661751	0.104811	0.100403	24
0.681505	0.107940	0.150941	25
0.701259	0.111068	0.210254	26
0.721013	0.114197	0.274269	27
0.740766	0.117326	0.340095	28
0.760520	0.120454	0.405846	29
0.780274	0.123583	0.470347	30
0.800028	0.126712	0.532895	31
0.819781	0.129840	0.593094	32
0.839535	0.132969	0.650748	33
0.859289	0.136098	0.705784	34
0.879043	0.139227	0.758199	35
0.898796	0.142355	0.808016	36
0.918550	0.145484	0.855259	37
0.938304	0.148613	0.899936	38
0.958058	0.151741	0.942034	39
