0.191621	0.012056	-0.522502	0.031416	0.192000
0.207590	0.013060	-0.522502	0.031416	0.208000
0.223558	0.014065	-0.489501	0.031416	0.224000
0.239526	0.015070	-0.459821	0.031416	0.240000
0.255495	0.016074	-0.433296	0.031416	0.256000
0.271463	0.017079	-0.409660	0.031416	0.272000
0.287432	0.018084	-0.388594	0.031416	0.288000
0.303400	0.019088	-0.369750	0.031416	0.304000
0.319369	0.020093	-0.352767	0.031416	0.320000
0.335337	0.021098	-0.337279	0.031416	0.336000
0.351305	0.022102	-0.322922	0.031416	0.352000
0.367274	0.023107	-0.309332	0.031416	0.368000
0.383242	0.024112	-0.296153	0.031416	0.384000
0.399211	0.025116	-0.283032	0.031416	0.400000
0.415179	0.026121	-0.269630	0.031416	0.416000
0.431148	0.027125	-0.255613	0.031416	0.432000
0.447116	0.028130	-0.240663	0.031416	0.448000
0.463084	0.029135	-0.224475	0.031416	0.464000
0.479053	0.030139	-0.206758	0.031416	0.480000
0.495021	0.031144	-0.187236	0.031416	0.496000
0.510990	0.032149	-0.165652	0.031416	0.512000
0.526958	0.033153	-0.141764	0.031416	0.528000
0.542927	0.034158	-0.115350	0.031416	0.544000
0.558895	0.035163	-0.086199	0.031416	0.560000
0.574863	0.036167	-0.054121	0.031416	0.576000
0.590832	0.037172	-0.018935	0.031416	0.592000
0.606800	0.038177	0.019524	0.031416	0.608000
0.622769	0.039181	0.061412	0.031416	0.624000
0.638737	0.040186	0.106873	0.031416	0.640000
0.654706	0.041191	0.156044	0.031416	0.656000
0.670674	0.042195	0.209054	0.031416	0.672000
0.686642	0.043200	0.266027	0.031416	0.688000
0.702611	0.044204	0.327081	0.031416	0.704000
0.718579	0.045209	0.392332	0.031416	0.720000
0.734548	0.046214	0.461895	0.031416	0.736000
0.750516	0.047218	0.535883	0.031416	0.752000
0.766485	0.048223	0.614408	0.031416	0.768000
0.782453	0.049228	0.697583	0.031416	0.784000
0.798421	0.050232	0.785524	0.031416	0.800000
0.814390	0.051237	0.878347	0.031416	0.816000
0.830358	0.052242	0.976173	0.031416	0.832000
0.846327	0.053246	1.079123	0.031416	0.848000
0.862295	0.054251	1.187324	0.031416	0.864000
0.878264	0.055256	1.300905	0.031416	0.880000
0.894232	0.056260	1.420001	0.031416	0.896000
0.910200	0.057265	1.544748	0.031416	0.912000
0.926169	0.058270	1.675291	0.031416	0.928000
0.942137	0.059274	1.811776	0.031416	0.944000
0.958106	0.060279	1.954355	0.031416	0.960000
0.974074	0.061283	2.103183	0.031416	0.976000
0.990043	0.062288	2.258423	0.031416	0.992000
1.006011	0.063293	2.258423	0.031416	1.008000
0.190486	0.024064	-0.498094	0.094248	0.192000
0.206360	0.026069	-0.498094	0.094248	0.208000
0.222234	0.028075	-0.459265	0.094248	0.224000
0.238108	0.030080	-0.424881	0.094248	0.240000
0.253981	0.032085	-0.394591	0.094248	0.256000
0.269855	0.034091	-0.367982	0.094248	0.272000
0.285729	0.036096	-0.344618	0.094248	0.288000
0.301603	0.038101	-0.324057	0.094248	0.304000
0.317477	0.040107	-0.305863	0.094248	0.320000
0.333351	0.042112	-0.289608	0.094248	0.336000
0.349224	0.044117	-0.274870	0.094248	0.352000
0.365098	0.046123	-0.261239	0.094248	0.368000
0.380972	0.048128	-0.248309	0.094248	0.384000
0.396846	0.050133	-0.235686	0.094248	0.400000
0.412720	0.052139	-0.222984	0.094248	0.416000
0.428594	0.054144	-0.209832	0.094248	0.432000
0.444467	0.056149	-0.195868	0.094248	0.448000
0.460341	0.058155	-0.180751	0.094248	0.464000
0.476215	0.060160	-0.164155	0.094248	0.480000
0.492089	0.062165	-0.145773	0.094248	0.496000
0.507963	0.064171	-0.125320	0.094248	0.512000
0.523837	0.066176	-0.102531	0.094248	0.528000
0.539710	0.068181	-0.077162	0.094248	0.544000
0.555584	0.070187	-0.048988	0.094248	0.560000
0.571458	0.072192	-0.017804	0.094248	0.576000
0.587332	0.074197	0.016580	0.094248	0.592000
0.603206	0.076203	0.054335	0.094248	0.608000
0.619080	0.078208	0.095621	0.094248	0.624000
0.634953	0.080213	0.140583	0.094248	0.640000
0.650827	0.082219	0.189357	0.094248	0.656000
0.666701	0.084224	0.242069	0.094248	0.672000
0.682575	0.086229	0.298840	0.094248	0.688000
0.698449	0.088235	0.359782	0.094248	0.704000
0.714323	0.090240	0.425008	0.094248	0.720000
0.730196	0.092245	0.494623	0.094248	0.736000
0.746070	0.094251	0.568735	0.094248	0.752000
0.761944	0.096256	0.647449	0.094248	0.768000
0.777818	0.098261	0.730872	0.094248	0.784000
0.793692	0.100267	0.819111	0.094248	0.800000
0.809566	0.102272	0.912276	0.094248	0.816000
0.825439	0.104277	1.010480	0.094248	0.832000
0.841313	0.106282	1.113838	0.094248	0.848000
0.857187	0.108288	1.222471	0.094248	0.864000
0.873061	0.110293	1.336500	0.094248	0.880000
0.888935	0.112298	1.456055	0.094248	0.896000
0.904809	0.114304	1.581268	0.094248	0.912000
0.920682	0.116309	1.712275	0.094248	0.928000
0.936556	0.118314	1.849218	0.094248	0.944000
0.952430	0.120320	1.992244	0.094248	0.960000
0.968304	0.122325	2.141505	0.094248	0.976000
0.984178	0.124330	2.297157	0.094248	0.992000
1.000052	0.126336	2.297157	0.094248	1.008000
0.188599	0.035977	-0.472396	0.157079	0.192000
0.204316	0.038975	-0.472396	0.157079	0.208000
0.220032	0.041973	-0.427167	0.157079	0.224000
0.235749	0.044971	-0.387701	0.157079	0.240000
0.251466	0.047969	-0.353399	0.157079	0.256000
0.267182	0.050968	-0.323661	0.157079	0.272000
0.282899	0.053966	-0.297907	0.157079	0.288000
0.298615	0.056964	-0.275592	0.157079	0.304000
0.314332	0.059962	-0.256195	0.157079	0.320000
0.330049	0.062960	-0.239222	0.157079	0.336000
0.345765	0.065958	-0.224194	0.157079	0.352000
0.361482	0.068956	-0.210649	0.157079	0.368000
