time = 2.009000,10,20
0.2,0
0.24,0.081751
0.32,0.206324
0.4,0.314676
0.48,0.41477
0.56,0.510101
0.64,0.602437
0.72,0.692769
0.8,0.781696
0.88,0.869598
0.96,0.95673
