time = 2.009000,20,40
0.2,0
0.22,0.041455
0.26,0.111804
0.3,0.174559
0.34,0.23238
0.38,0.286814
0.42,0.338823
0.46,0.389038
0.5,0.437887
0.54,0.485674
0.58,0.532617
0.62,0.578879
0.66,0.624584
0.7,0.669827
0.74,0.714683
0.78,0.759211
0.82,0.80346
0.86,0.847468
0.9,0.891267
0.94,0.934884
0.98,0.978342
