5.399
40	80
0.2	1	0.2	0	1	30	3.14159	5400	0.000650833
0	0.02	0.19
1	0.02	0.21
2	0.02	0.23
3	0.02	0.25
4	0.02	0.27
5	0.02	0.29
6	0.02	0.31
7	0.02	0.33
8	0.02	0.35
9	0.02	0.37
10	0.02	0.39
11	0.02	0.41
12	0.02	0.43
13	0.02	0.45
14	0.02	0.47
15	0.02	0.49
16	0.02	0.51
17	0.02	0.53
18	0.02	0.55
19	0.02	0.57
20	0.02	0.59
21	0.02	0.61
22	0.02	0.63
23	0.02	0.65
24	0.02	0.67
25	0.02	0.69
26	0.02	0.71
27	0.02	0.73
28	0.02	0.75
29	0.02	0.77
30	0.02	0.79
31	0.02	0.81
32	0.02	0.83
33	0.02	0.85
34	0.02	0.87
35	0.02	0.89
36	0.02	0.91
37	0.02	0.93
38	0.02	0.95
39	0.02	0.97
40	0.02	0.99
41	0.02	1.01
0	0.0785397	0.0392699
1	0.0785397	0.11781
2	0.0785397	0.196349
3	0.0785397	0.274889
4	0.0785397	0.353429
5	0.0785397	0.431969
6	0.0785397	0.510508
7	0.0785397	0.589048
8	0.0785397	0.667588
9	0.0785397	0.746128
10	0.0785397	0.824667
11	0.0785397	0.903207
12	0.0785397	0.981747
13	0.0785397	1.06029
14	0.0785397	1.13883
15	0.0785397	1.21737
16	0.0785397	1.29591
17	0.0785397	1.37445
18	0.0785397	1.45299
19	0.0785397	1.53153
20	0.0785397	1.61006
21	0.0785397	1.6886
22	0.0785397	1.76714
23	0.0785397	1.84568
24	0.0785397	1.92422
25	0.0785397	2.00276
26	0.0785397	2.0813
27	0.0785397	2.15984
28	0.0785397	2.23838
29	0.0785397	2.31692
30	0.0785397	2.39546
31	0.0785397	2.474
32	0.0785397	2.55254
33	0.0785397	2.63108
34	0.0785397	2.70962
35	0.0785397	2.78816
36	0.0785397	2.8667
37	0.0785397	2.94524
38	0.0785397	3.02378
39	0.0785397	3.10232
40	0.0785397	3.18086
41	0.0785397	3.2594
42	0.0785397	3.33794
43	0.0785397	3.41648
44	0.0785397	3.49502
45	0.0785397	3.57356
46	0.0785397	3.6521
47	0.0785397	3.73064
48	0.0785397	3.80918
49	0.0785397	3.88772
50	0.0785397	3.96626
51	0.0785397	4.0448
52	0.0785397	4.12334
53	0.0785397	4.20188
54	0.0785397	4.28042
55	0.0785397	4.35896
56	0.0785397	4.4375
57	0.0785397	4.51604
58	0.0785397	4.59458
59	0.0785397	4.67312
60	0.0785397	4.75165
61	0.0785397	4.83019
62	0.0785397	4.90873
63	0.0785397	4.98727
64	0.0785397	5.06581
65	0.0785397	5.14435
66	0.0785397	5.22289
67	0.0785397	5.30143
68	0.0785397	5.37997
69	0.0785397	5.45851
70	0.0785397	5.53705
71	0.0785397	5.61559
72	0.0785397	5.69413
73	0.0785397	5.77267
74	0.0785397	5.85121
75	0.0785397	5.92975
76	0.0785397	6.00829
77	0.0785397	6.08683
78	0.0785397	6.16537
79	0.0785397	6.24391
80	0.0785397	6.32245
81	0.0785397	6.40099
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
2
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
0
0
0
3
3
3
3
3
