time = 0.3642	Re = 0.1	40	80
0
0.208544	0.024683	0.012037	1
0.228406	0.027034	0.007973	2
0.248267	0.029384	0.004741	3
0.268128	0.031735	0.002193	4
0.287990	0.034086	0.000521	5
0.307851	0.036437	0.000132	6
0.327713	0.038787	0.001588	7
0.347574	0.041138	0.005561	8
0.367435	0.043489	0.012809	9
0.387297	0.045840	0.024154	10
0.407158	0.048190	0.040468	11
0.427019	0.050541	0.062662	12
0.446881	0.052892	0.091671	13
0.466742	0.055243	0.128450	14
0.486604	0.057593	0.173959	15
0.506465	0.059944	0.229164	16
0.526326	0.062295	0.295026	17
0.546188	0.064646	0.372506	18
0.566049	0.066996	0.462564	19
0.585910	0.069347	0.566166	20
0.605772	0.071698	0.684295	21
0.625633	0.074049	0.817961	22
0.645494	0.076399	0.968219	23
0.665356	0.078750	1.136187	24
0.685217	0.081101	1.323063	25
0.705079	0.083452	1.530149	26
0.724940	0.085802	1.758864	27
0.744801	0.088153	2.010767	28
0.764663	0.090504	2.287567	29
0.784524	0.092855	2.591137	30
0.804385	0.095206	2.923519	31
0.824247	0.097556	3.286924	32
0.844108	0.099907	3.683730	33
0.863970	0.102258	4.116468	34
0.883831	0.104609	4.587809	35
0.903692	0.106959	5.100539	36
0.923554	0.109310	5.657533	37
0.943415	0.111661	6.261719	38
0.963276	0.114012	6.916044	39
0.983138	0.116362	7.623431	40
1
0.205965	0.040969	0.011885	1
0.225581	0.044871	0.008032	2
0.245196	0.048772	0.004971	3
0.264812	0.052674	0.002476	4
0.284428	0.056576	0.000730	5
0.304043	0.060478	0.000167	6
0.323659	0.064380	0.001380	7
0.343275	0.068281	0.005079	8
0.362891	0.072183	0.012062	9
0.382506	0.076085	0.023192	10
0.402122	0.079987	0.039389	11
0.421738	0.083889	0.061607	12
0.441353	0.087790	0.090826	13
0.460969	0.091692	0.128040	14
0.480585	0.095594	0.174239	15
0.500201	0.099496	0.230407	16
0.519816	0.103398	0.297509	17
0.539432	0.107299	0.376488	18
0.559048	0.111201	0.468267	19
0.578663	0.115103	0.573753	20
0.598279	0.119005	0.693848	21
0.617895	0.122907	0.829465	22
0.637511	0.126808	0.981546	23
0.657126	0.130710	1.151088	24
0.676742	0.134612	1.339171	25
0.696358	0.138514	1.546979	26
0.715973	0.142416	1.775836	27
0.735589	0.146317	2.027220	28
0.755205	0.150219	2.302795	29
0.774820	0.154121	2.604420	30
0.794436	0.158023	2.934160	31
0.814052	0.161925	3.294292	32
0.833668	0.165826	3.687302	33
0.853283	0.169728	4.115870	34
0.872899	0.173630	4.582858	35
0.892515	0.177532	5.091277	36
0.912130	0.181434	5.644262	37
0.931746	0.185335	6.245028	38
0.951362	0.189237	6.896827	39
0.970978	0.193139	7.602892	40
2
0.202116	0.057002	0.011658	1
0.221365	0.062431	0.008140	2
0.240614	0.067860	0.005345	3
0.259863	0.073289	0.002935	4
0.279112	0.078718	0.001090	5
0.298361	0.084146	0.000276	6
0.317610	0.089575	0.001134	7
0.336859	0.095004	0.004426	8
0.356108	0.100433	0.011005	9
0.375358	0.105862	0.021796	10
0.394607	0.111290	0.037782	11
0.413856	0.116719	0.059988	12
0.433105	0.122148	0.089463	13
0.452354	0.127577	0.127263	14
0.471603	0.133006	0.174435	15
0.490852	0.138434	0.231999	16
0.510101	0.143863	0.300934	17
0.529350	0.149292	0.382167	18
0.548600	0.154721	0.476573	19
0.567849	0.160150	0.584972	20
0.587098	0.165578	0.708147	21
0.606347	0.171007	0.846855	22
0.625596	0.176436	1.001862	23
0.644845	0.181865	1.173973	24
0.664094	0.187294	1.364070	25
0.683343	0.192722	1.573152	26
0.702592	0.198151	1.802377	27
0.721842	0.203580	2.053096	28
0.741091	0.209009	2.326888	29
0.760340	0.214438	2.625580	30
0.779589	0.219866	2.951267	31
0.798838	0.225295	3.306319	32
0.818087	0.230724	3.693377	33
0.837336	0.236153	4.115347	34
0.856585	0.241582	4.575376	35
0.875834	0.247010	5.076822	36
0.895083	0.252439	5.623221	37
0.914333	0.257868	6.218232	38
0.933582	0.263297	6.865583	39
0.952831	0.268726	7.569002	40
3
0.197020	0.072685	0.011345	1
0.215784	0.079607	0.008327	2
0.234548	0.086529	0.005923	3
0.253312	0.093452	0.003645	4
0.272076	0.100374	0.001677	5
0.290839	0.107296	0.000533	6
0.309603	0.114219	0.000916	7
0.328367	0.121141	0.003651	8
0.347131	0.128063	0.009660	9
0.365895	0.134986	0.019948	10
0.384658	0.141908	0.035583	11
0.403422	0.148830	0.057687	12
0.422186	0.155753	0.087411	13
0.440950	0.162675	0.125912	14
0.459714	0.169597	0.174327	15
0.478478	0.176520	0.233747	16
0.497241	0.183442	0.305191	17
0.516005	0.190364	0.389584	18
0.534769	0.197287	0.487745	19
0.553533	0.204209	0.600382	20
0.572297	0.211131	0.728108	21
0.591061	0.218054	0.871457	22
0.609824	0.224976	1.030928	23
0.628588	0.231898	1.207031	24
0.647352	0.238821	1.400343	25
0.666116	0.245743	1.611571	26
0.684880	0.252665	1.841614	27
0.703644	0.259588	2.091615	28
0.722407	0.266510	2.363010	29
0.741171	0.273432	2.657567	30
0.759935	0.280355	2.977407	31
0.778699	0.287277	3.325020	32
0.797463	0.294199	3.703267	33
0.816227	0.301122	4.115363	34
0.834990	0.308044	4.564863	35
0.853754	0.314966	5.055621	36
0.872518	0.321889	5.591748	37
0.891282	0.328811	6.177550	38
0.910046	0.335733	6.817459	39
0.928809	0.342656	7.515943	40
4
0.190710	0.087919	0.010934	1
0.208873	0.096292	0.008640	2
0.227036	0.104665	0.006789	3
0.245199	0.113038	0.004709	4
0.263362	0.121411	0.002602	5
0.281524	0.129785	0.001052	6
0.299687	0.138158	0.000834	7
0.317850	0.146531	0.002849	8
0.336013	0.154904	0.008098	9
0.354176	0.163277	0.017675	10
0.372339	0.171650	0.032758	11
0.390502	0.180024	0.054596	12
0.408664	0.188397	0.084482	13
0.426827	0.196770	0.123724	14
0.444990	0.205143	0.173608	15
0.463153	0.213516	0.235351	16
0.481316	0.221890	0.310061	17
0.499479	0.230263	0.398694	18
0.517642	0.238636	0.502024	19
0.535804	0.247009	0.620630	20
0.553967	0.255382	0.754895	21
0.572130	0.263756	0.905038	22
0.590293	0.272129	1.071167	23
0.608456	0.280502	1.253346	24
0.626619	0.288875	1.451689	25
0.644782	0.297248	1.666450	26
0.662945	0.305622	1.898122	27
0.681107	0.313995	2.147519	28
0.699270	0.322368	2.415850	29
0.717433	0.330741	2.704773	30
0.735596	0.339114	3.016429	31
0.753759	0.347488	3.353463	32
0.771922	0.355861	3.719025	33
0.790085	0.364234	4.116757	34
0.808247	0.372607	4.550769	35
0.826410	0.380980	5.025594	36
0.844573	0.389354	5.546143	37
0.862736	0.397727	6.117630	38
0.880899	0.406100	6.745484	39
0.899062	0.414473	7.435249	40
5
0.183224	0.102610	0.010419	1
0.200674	0.112383	0.009140	2
0.218124	0.122155	0.008047	3
0.235574	0.131928	0.006254	4
0.253024	0.141700	0.004007	5
0.270474	0.151472	0.001986	6
0.287924	0.161245	0.001051	7
0.305374	0.171017	0.002183	8
0.322824	0.180790	0.006464	9
0.340274	0.190562	0.015085	10
0.357724	0.200334	0.029349	11
0.375173	0.210107	0.050662	12
0.392623	0.219879	0.080508	13
0.410073	0.229652	0.120411	14
0.427523	0.239424	0.171886	15
0.444973	0.249196	0.236368	16
0.462423	0.258969	0.315143	17
0.479873	0.268741	0.409273	18
0.497323	0.278514	0.519532	19
0.514773	0.288286	0.646364	20
0.532223	0.298059	0.789868	21
0.549673	0.307831	0.949828	22
0.567123	0.317603	1.125779	23
0.584573	0.327376	1.317122	24
0.602023	0.337148	1.523256	25
0.619472	0.346921	1.743736	26
0.636922	0.356693	1.978422	27
0.654372	0.366465	2.227616	28
0.671822	0.376238	2.492169	29
0.689272	0.386010	2.773560	30
0.706722	0.395783	3.073943	31
0.724172	0.405555	3.396165	32
0.741622	0.415327	3.743766	33
0.759072	0.425100	4.120956	34
0.776522	0.434872	4.532589	35
0.793972	0.444645	4.984110	36
0.811422	0.454417	5.481503	37
0.828872	0.464190	6.031213	38
0.846322	0.473962	6.640050	39
0.863771	0.483734	7.315067	40
6
0.174609	0.116670	0.009800	1
0.191238	0.127781	0.009901	2
0.207867	0.138892	0.009809	3
0.224497	0.150004	0.008412	4
0.241126	0.161115	0.006046	5
0.257756	0.172227	0.003512	6
0.274385	0.183338	0.001772	7
0.291014	0.194449	0.001881	8
0.307644	0.205561	0.004995	9
0.324273	0.216672	0.012398	10
0.340903	0.227784	0.025521	11
0.357532	0.238895	0.045948	12
0.374161	0.250006	0.075402	13
0.390791	0.261118	0.115702	14
0.407420	0.272229	0.168701	15
0.424050	0.283341	0.236189	16
0.440679	0.294452	0.319781	17
0.457308	0.305563	0.420789	18
0.473938	0.316675	0.540098	19
0.490567	0.327786	0.678065	20
0.507197	0.338898	0.834461	21
0.523826	0.350009	1.008486	22
0.540455	0.361120	1.198854	23
0.557085	0.372232	1.403957	24
0.573714	0.383343	1.622092	25
0.590344	0.394454	1.851715	26
0.606973	0.405566	2.091698	27
0.623602	0.416677	2.341548	28
0.640232	0.427789	2.601573	29
0.656861	0.438900	2.872985	30
0.673491	0.450011	3.157957	31
0.690120	0.461123	3.459622	32
0.706749	0.472234	3.782059	33
0.723379	0.483346	4.130244	34
0.740008	0.494457	4.510010	35
0.756638	0.505568	4.927994	36
0.773267	0.516680	5.391576	37
0.789896	0.527791	5.908818	38
0.806526	0.538903	6.488368	39
0.823155	0.550014	7.139348	40
7
0.164917	0.130010	0.009091	1
0.180623	0.142392	0.010981	2
0.196329	0.154773	0.012151	3
0.212036	0.167155	0.011277	4
0.227742	0.179537	0.008840	5
0.243448	0.191919	0.005794	6
0.259155	0.204301	0.003210	7
0.274861	0.216683	0.002211	8
0.290567	0.229065	0.004009	9
0.306274	0.241447	0.009956	10
0.321980	0.253828	0.021596	11
0.337686	0.266210	0.040692	12
0.353393	0.278592	0.069239	13
0.369099	0.290974	0.109428	14
0.384805	0.303356	0.163584	15
0.400512	0.315738	0.234041	16
0.416218	0.328120	0.322981	17
0.431924	0.340501	0.432224	18
0.447631	0.352883	0.563002	19
0.463337	0.365265	0.715742	20
0.479043	0.377647	0.889913	21
0.494750	0.390029	1.083969	22
0.510456	0.402411	1.295441	23
0.526163	0.414793	1.521185	24
0.541869	0.427175	1.757754	25
0.557575	0.439556	2.001856	26
0.573282	0.451938	2.250797	27
0.588988	0.464320	2.502855	28
0.604694	0.476702	2.757536	29
0.620401	0.489084	3.015707	30
0.636107	0.501466	3.279624	31
0.651813	0.513848	3.552884	32
0.667520	0.526230	3.840344	33
0.683226	0.538611	4.148031	34
0.698932	0.550993	4.483061	35
0.714639	0.563375	4.853581	36
0.730345	0.575757	5.268721	37
0.746051	0.588139	5.738567	38
0.761758	0.600521	6.274109	39
0.777464	0.612903	6.887178	40
8
0.154208	0.142548	0.008316	1
0.168894	0.156124	0.012382	2
0.183581	0.169700	0.015049	3
0.198267	0.183276	0.014827	4
0.212954	0.196852	0.012398	5
0.227640	0.210428	0.008897	6
0.242326	0.224004	0.005504	7
0.257013	0.237580	0.003401	8
0.271699	0.251156	0.003826	9
0.286386	0.264732	0.008164	10
0.301072	0.278308	0.018028	11
0.315759	0.291884	0.035328	12
0.330445	0.305460	0.062323	13
0.345132	0.319036	0.101627	14
0.359818	0.332612	0.156164	15
0.374505	0.346188	0.229046	16
0.389191	0.359764	0.323362	17
0.403877	0.373340	0.441867	18
0.418564	0.386916	0.586597	19
0.433250	0.400492	0.758442	20
0.447937	0.414068	0.956763	21
0.462623	0.427644	1.179161	22
0.477310	0.441220	1.421499	23
0.491996	0.454796	1.678247	24
0.506683	0.468372	1.943135	25
0.521369	0.481948	2.209998	26
0.536056	0.495524	2.473615	27
0.550742	0.509100	2.730371	28
0.565428	0.522676	2.978655	29
0.580115	0.536252	3.218989	30
0.594801	0.549828	3.453948	31
0.609488	0.563404	3.687971	32
0.624174	0.576980	3.927130	33
0.638861	0.590556	4.178927	34
0.653547	0.604132	4.452150	35
0.668234	0.617709	4.756794	36
0.682920	0.631285	5.104063	37
0.697607	0.644861	5.506407	38
0.712293	0.658437	5.977602	39
0.726979	0.672013	6.532804	40
9
0.142548	0.154208	0.007497	1
0.156124	0.168894	0.013977	2
0.169700	0.183580	0.018275	3
0.183276	0.198267	0.018818	4
0.196852	0.212953	0.016513	5
0.210428	0.227640	0.012679	6
0.224005	0.242326	0.008602	7
0.237581	0.257013	0.005502	8
0.251157	0.271699	0.004625	9
0.264733	0.286385	0.007342	10
0.278309	0.301072	0.015273	11
0.291885	0.315758	0.030399	12
0.305461	0.330445	0.055177	13
0.319037	0.345131	0.092617	14
0.332613	0.359818	0.146312	15
0.346189	0.374504	0.220368	16
0.359765	0.389191	0.319199	17
0.373341	0.403877	0.447136	18
0.386917	0.418563	0.607826	19
0.400493	0.433250	0.803458	20
0.414069	0.447936	1.033921	21
0.427645	0.462623	1.296097	22
0.441221	0.477309	1.583584	23
0.454797	0.491996	1.887091	24
0.468373	0.506682	2.195594	25
0.481949	0.521368	2.498020	26
0.495525	0.536055	2.784960	27
0.509101	0.550741	3.049914	28
0.522677	0.565428	3.289880	29
0.536253	0.580114	3.505338	30
0.549829	0.594801	3.699853	31
0.563405	0.609487	3.879517	32
0.576981	0.624174	4.052403	33
0.590557	0.638860	4.228142	34
0.604133	0.653546	4.417670	35
0.617709	0.668233	4.633137	36
0.631285	0.682919	4.887983	37
0.644861	0.697606	5.197139	38
0.658437	0.712292	5.577316	39
0.672014	0.726979	6.047345	40
10
0.130010	0.164916	0.006642	1
0.142392	0.180623	0.015439	2
0.154774	0.196329	0.021313	3
0.167156	0.212035	0.022692	4
0.179537	0.227742	0.020673	5
0.191919	0.243448	0.016704	6
0.204301	0.259154	0.012145	7
0.216683	0.274861	0.008248	8
0.229065	0.290567	0.006248	9
0.241447	0.306273	0.007477	10
0.253829	0.321980	0.013501	11
0.266211	0.337686	0.026276	12
0.278593	0.353392	0.048321	13
0.290974	0.369099	0.082906	14
0.303356	0.384805	0.134210	15
0.315738	0.400511	0.207415	16
0.328120	0.416218	0.308634	17
0.340502	0.431924	0.444563	18
0.352884	0.447630	0.621728	19
0.365266	0.463337	0.845236	20
0.377648	0.479043	1.117098	21
0.390030	0.494749	1.434405	22
0.402412	0.510456	1.788019	23
0.414793	0.526162	2.162617	24
0.427175	0.541868	2.538711	25
0.439557	0.557575	2.896355	26
0.451939	0.573281	3.218986	27
0.464321	0.588987	3.495886	28
0.476703	0.604694	3.722852	29
0.489085	0.620400	3.901546	30
0.501467	0.636106	4.038188	31
0.513849	0.651813	4.142176	32
0.526230	0.667519	4.224943	33
0.538612	0.683225	4.299188	34
0.550994	0.698932	4.378496	35
0.563376	0.714638	4.477288	36
0.575758	0.730344	4.611053	37
0.588140	0.746051	4.796805	38
0.600522	0.761757	5.053723	39
0.612904	0.777463	5.403952	40
11
0.116670	0.174609	0.005718	1
0.127781	0.191238	0.016211	2
0.138893	0.207867	0.023346	3
0.150004	0.224497	0.025593	4
0.161116	0.241126	0.024078	5
0.172227	0.257755	0.020253	6
0.183338	0.274385	0.015482	7
0.194450	0.291014	0.011023	8
0.205561	0.307644	0.008101	9
0.216673	0.324273	0.008010	10
0.227784	0.340902	0.012246	11
0.238895	0.357532	0.022669	12
0.250007	0.374161	0.041720	13
0.261118	0.390791	0.072694	14
0.272230	0.407420	0.120077	15
0.283341	0.424049	0.189898	16
0.294453	0.440679	0.290012	17
0.305564	0.457308	0.430122	18
0.316675	0.473937	0.621222	19
0.327787	0.490567	0.874064	20
0.338898	0.507196	1.196305	21
0.350010	0.523826	1.588377	22
0.361121	0.540455	2.039105	23
0.372232	0.557084	2.523469	24
0.383344	0.573714	3.005638	25
0.394455	0.590343	3.448203	26
0.405567	0.606973	3.822100	27
0.416678	0.623602	4.111355	28
0.427790	0.640231	4.312762	29
0.438901	0.656861	4.432850	30
0.450012	0.673490	4.484258	31
0.461124	0.690119	4.482725	32
0.472235	0.706749	4.445059	33
0.483347	0.723378	4.388063	34
0.494458	0.740008	4.328194	35
0.505569	0.756637	4.281742	36
0.516681	0.773266	4.265383	37
0.527792	0.789896	4.297010	38
0.538904	0.806525	4.396816	39
0.550015	0.823155	4.588669	40
12
0.102610	0.183224	0.004648	1
0.112382	0.200674	0.015615	2
0.122155	0.218124	0.023440	3
0.131927	0.235574	0.026570	4
0.141700	0.253024	0.025870	5
0.151472	0.270474	0.022589	6
0.161244	0.287924	0.017967	7
0.171017	0.305374	0.013199	8
0.180789	0.322824	0.009473	9
0.190561	0.340274	0.008056	10
0.200334	0.357724	0.010404	11
0.210106	0.375174	0.018304	12
0.219879	0.392624	0.034074	13
0.229651	0.410074	0.060869	14
0.239423	0.427524	0.103111	15
0.249196	0.444974	0.167111	16
0.258968	0.462424	0.261859	17
0.268740	0.479873	0.399874	18
0.278513	0.497323	0.597700	19
0.288285	0.514773	0.875210	20
0.298058	0.532223	1.252316	21
0.307830	0.549673	1.741422	22
0.317602	0.567123	2.335270	23
0.327375	0.584573	2.994452	24
0.337147	0.602023	3.647289	25
0.346920	0.619473	4.217543	26
0.356692	0.636923	4.654951	27
0.366464	0.654373	4.941643	28
0.376237	0.671823	5.084538	29
0.386009	0.689273	5.104584	30
0.395781	0.706723	5.028122	31
0.405554	0.724173	4.881609	32
0.415326	0.741623	4.689126	33
0.425099	0.759073	4.471727	34
0.434871	0.776523	4.247803	35
0.444643	0.793972	4.033981	36
0.454416	0.811422	3.846249	37
0.464188	0.828872	3.701251	38
0.473961	0.846322	3.617754	39
0.483733	0.863772	3.618452	40
13
0.087918	0.190710	0.003353	1
0.096291	0.208873	0.013179	2
0.104664	0.227036	0.020995	3
0.113037	0.245199	0.025047	4
0.121411	0.263362	0.025621	5
0.129784	0.281525	0.023525	6
0.138157	0.299688	0.019687	7
0.146530	0.317851	0.015071	8
0.154903	0.336013	0.010701	9
0.163276	0.354176	0.007734	10
0.171650	0.372339	0.007567	11
0.180023	0.390502	0.011962	12
0.188396	0.408665	0.023218	13
0.196769	0.426828	0.044425	14
0.205142	0.444991	0.079865	15
0.213515	0.463154	0.135679	16
0.221888	0.481316	0.220971	17
0.230262	0.499479	0.349544	18
0.238635	0.517642	0.542333	19
0.247008	0.535805	0.829942	20
0.255381	0.553968	1.253103	21
0.263754	0.572131	1.855514	22
0.272127	0.590294	2.659275	23
0.280500	0.608457	3.615357	24
0.288874	0.626620	4.556442	25
0.297247	0.644782	5.304127	26
0.305620	0.662945	5.784235	27
0.313993	0.681108	6.004208	28
0.322366	0.699271	6.010007	29
0.330739	0.717434	5.856470	30
0.339112	0.735597	5.593041	31
0.347486	0.753760	5.259217	32
0.355859	0.771923	4.884748	33
0.364232	0.790086	4.491654	34
