time = 4.501	Re = 1	30	60
0.185644	0.019512	-0.010667
0.212165	0.022299	0.010667
0.238685	0.025087	0.031009
0.265206	0.027874	0.051506
0.291726	0.030662	0.072747
0.318247	0.033449	0.095040
0.344768	0.036237	0.118539
0.371288	0.039024	0.143304
0.397809	0.041811	0.169335
0.424329	0.044599	0.196597
0.450850	0.047386	0.225030
0.477371	0.050174	0.254565
0.503891	0.052961	0.285129
0.530412	0.055748	0.316654
0.556932	0.058536	0.349078
0.583453	0.061323	0.382349
0.609973	0.064111	0.416424
0.636494	0.066898	0.451272
0.663015	0.069686	0.486875
0.689535	0.072473	0.523220
0.716056	0.075260	0.560306
0.742576	0.078048	0.598141
0.769097	0.080835	0.636739
0.795618	0.083623	0.676120
0.822138	0.086410	0.716310
0.848659	0.089198	0.757342
0.875179	0.091985	0.799252
0.901700	0.094772	0.842079
0.928220	0.097560	0.885867
0.954741	0.100347	0.930663
0.981262	0.103135	0.976518
1.007782	0.105922	1.023482
0.182588	0.038810	-0.009715
0.208671	0.044354	0.009715
0.234755	0.049899	0.028585
0.260839	0.055443	0.048002
0.286923	0.060987	0.068518
0.313007	0.066532	0.090410
0.339091	0.072076	0.113803
0.365175	0.077620	0.138724
0.391259	0.083165	0.165137
0.417343	0.088709	0.192961
0.443427	0.094253	0.222091
0.469511	0.099798	0.252412
0.495595	0.105342	0.283805
0.521679	0.110886	0.316163
0.547763	0.116430	0.349392
0.573847	0.121975	0.383411
0.599931	0.127519	0.418158
0.626014	0.133063	0.453587
0.652098	0.138608	0.489667
0.678182	0.144152	0.526382
0.704266	0.149696	0.563726
0.730350	0.155241	0.601705
0.756434	0.160785	0.640334
0.782518	0.166329	0.679637
0.808602	0.171874	0.719644
0.834686	0.177418	0.760392
0.860770	0.182962	0.801923
0.886854	0.188506	0.844284
0.912938	0.194051	0.887526
0.939022	0.199595	0.931705
0.965106	0.205139	0.976882
0.991190	0.210684	1.023118
0.177531	0.057683	-0.008513
0.202892	0.065924	0.008513
0.228254	0.074164	0.025564
0.253615	0.082404	0.043637
0.278977	0.090645	0.063224
0.304338	0.098885	0.084575
0.329700	0.107126	0.107791
0.355061	0.115366	0.132873
0.380423	0.123607	0.159743
0.405784	0.131847	0.188271
0.431146	0.140088	0.218288
0.456507	0.148328	0.249616
0.481869	0.156568	0.282077
0.507230	0.164809	0.315508
0.532592	0.173049	0.349770
0.557953	0.181290	0.384747
0.583315	0.189530	0.420351
0.608676	0.197771	0.456518
0.634038	0.206011	0.493204
0.659399	0.214252	0.530387
0.684761	0.222492	0.568058
0.710122	0.230733	0.606222
0.735484	0.238973	0.644897
0.760845	0.247213	0.684108
0.786207	0.255454	0.723891
0.811568	0.263694	0.764288
0.836930	0.271935	0.805347
0.862291	0.280175	0.847121
0.887653	0.288416	0.889671
0.913014	0.296656	0.933060
0.938376	0.304897	0.977359
0.963737	0.313137	1.022641
0.170529	0.075924	-0.007055
0.194890	0.086770	0.007055
0.219251	0.097617	0.021932
0.243612	0.108463	0.038363
0.267973	0.119309	0.056766
0.292335	0.130156	0.077372
0.316696	0.141002	0.100284
0.341057	0.151848	0.125492
0.365418	0.162695	0.152886
0.389779	0.173541	0.182274
0.414141	0.184387	0.213410
0.438502	0.195233	0.246025
0.462863	0.206080	0.279853
0.487224	0.216926	0.314655
0.511586	0.227772	0.350230
0.535947	0.238619	0.386417
0.560308	0.249465	0.423097
0.584669	0.260311	0.460183
0.609030	0.271158	0.497621
0.633392	0.282004	0.535381
0.657753	0.292850	0.573454
0.682114	0.303696	0.611846
0.706475	0.314543	0.650578
0.730836	0.325389	0.689680
0.755198	0.336235	0.729192
0.779559	0.347082	0.769161
0.803920	0.357928	0.809641
0.828281	0.368774	0.850693
0.852643	0.379621	0.892384
0.877004	0.390467	0.934783
0.901365	0.401313	0.977971
0.925726	0.412159	1.022029
0.161658	0.093333	-0.005373
0.184752	0.106667	0.005373
0.207846	0.120000	0.017750
0.230940	0.133333	0.032219
0.254034	0.146667	0.049111
0.277128	0.160000	0.068675
0.300222	0.173333	0.091059
0.323316	0.186667	0.116287
0.346410	0.200000	0.144239
0.369504	0.213333	0.174662
0.392598	0.226666	0.207203
0.415692	0.240000	0.241459
0.438786	0.253333	0.277035
0.461880	0.266666	0.313581
0.484974	0.280000	0.350810
0.508068	0.293333	0.388505
0.531162	0.306666	0.426508
0.554256	0.320000	0.464713
0.577350	0.333333	0.503057
0.600444	0.346666	0.541506
0.623538	0.360000	0.580055
0.646632	0.373333	0.618715
0.669726	0.386666	0.657510
0.692820	0.400000	0.696478
0.715915	0.413333	0.735664
0.739009	0.426666	0.775120
0.762103	0.440000	0.814906
0.785197	0.453333	0.855087
0.808291	0.466666	0.895733
0.831385	0.480000	0.936922
0.854479	0.493333	0.978735
0.877573	0.506666	1.021265
0.151017	0.109720	-0.003557
0.172590	0.125394	0.003557
0.194164	0.141068	0.013191
0.215738	0.156743	0.025371
0.237312	0.172417	0.040345
0.258886	0.188091	0.058433
0.280459	0.203765	0.079915
0.302033	0.219440	0.104928
0.323607	0.235114	0.133406
0.345181	0.250788	0.165050
0.366755	0.266462	0.199359
0.388328	0.282137	0.235725
0.409902	0.297811	0.273543
0.431476	0.313485	0.312299
0.453050	0.329160	0.351591
0.474623	0.344834	0.391130
0.496197	0.360508	0.430724
0.517771	0.376182	0.470251
0.539345	0.391857	0.509648
0.560919	0.407531	0.548888
0.582492	0.423205	0.587973
0.604066	0.438879	0.626925
0.625640	0.454554	0.665778
0.647214	0.470228	0.704577
0.668788	0.485902	0.743373
0.690361	0.501576	0.782225
0.711935	0.517251	0.821195
0.733509	0.532925	0.860349
0.755083	0.548599	0.899760
0.776657	0.564273	0.939504
0.798230	0.579948	0.979666
0.819804	0.595622	1.020334
0.138720	0.124904	-0.001766
0.158538	0.142748	0.001766
0.178355	0.160591	0.008576
0.198172	0.178435	0.018173
0.217989	0.196278	0.030740
0.237806	0.214122	0.046746
0.257624	0.231965	0.066714
0.277441	0.249809	0.091050
0.297258	0.267652	0.119882
0.317075	0.285496	0.152934
0.336893	0.303339	0.189508
0.356710	0.321182	0.228632
0.376527	0.339026	0.269353
0.396344	0.356869	0.310902
0.416161	0.374713	0.352727
0.435979	0.392556	0.394469
0.455796	0.410400	0.435912
0.475613	0.428243	0.476940
0.495430	0.446087	0.517505
0.515247	0.463930	0.557603
0.535065	0.481774	0.597253
0.554882	0.499617	0.636497
0.574699	0.517461	0.675382
0.594516	0.535304	0.713964
0.614333	0.553148	0.752301
0.634151	0.570991	0.790454
0.653968	0.588835	0.828487
0.673785	0.606678	0.866464
0.693602	0.624521	0.904455
0.713419	0.642365	0.942529
0.733237	0.660208	0.980762
0.753054	0.678052	1.019238
0.124904	0.138720	-0.000239
0.142748	0.158537	0.000239
0.160591	0.178355	0.004381
0.178435	0.198172	0.011203
0.196278	0.217989	0.020850
0.214122	0.237806	0.033983
0.231965	0.257623	0.051500
0.249809	0.277441	0.074304
0.267652	0.297258	0.103017
0.285496	0.317075	0.137626
0.303339	0.336892	0.177206
0.321183	0.356709	0.220056
0.339026	0.376526	0.264580
0.356870	0.396344	0.309629
0.374713	0.416161	0.354488
0.392557	0.435978	0.398759
0.410400	0.455795	0.442247
0.428244	0.475612	0.484882
0.446087	0.495430	0.526662
0.463931	0.515247	0.567623
0.481774	0.535064	0.607821
0.499618	0.554881	0.647320
0.517461	0.574698	0.686189
0.535305	0.594515	0.724492
0.553148	0.614333	0.762296
0.570992	0.634150	0.799662
0.588835	0.653967	0.836652
0.606679	0.673784	0.873324
0.624522	0.693601	0.909735
0.642366	0.713419	0.945944
0.660209	0.733236	0.982009
0.678053	0.753053	1.017991
0.109720	0.151016	0.000750
0.125394	0.172590	-0.000750
0.141069	0.194164	0.001183
0.156743	0.215738	0.005265
0.172417	0.237312	0.011602
0.188091	0.258885	0.020999
0.203766	0.280459	0.034757
0.219440	0.302033	0.054527
0.235114	0.323607	0.081977
0.250789	0.345180	0.118081
0.266463	0.366754	0.161966
0.282137	0.388328	0.210092
0.297812	0.409902	0.259631
0.313486	0.431475	0.308950
0.329160	0.453049	0.357259
0.344834	0.474623	0.404243
0.360509	0.496197	0.449824
0.376183	0.517771	0.494040
0.391857	0.539344	0.536975
0.407532	0.560918	0.578729
0.423206	0.582492	0.619401
0.438880	0.604066	0.659086
0.454554	0.625639	0.697871
0.470229	0.647213	0.735832
0.485903	0.668787	0.773038
0.501577	0.690361	0.809551
0.517252	0.711935	0.845423
0.532926	0.733508	0.880701
0.548600	0.755082	0.915427
0.564274	0.776656	0.949637
0.579949	0.798230	0.983363
0.595623	0.819803	1.016637
0.093333	0.161658	0.000994
0.106667	0.184752	-0.000994
0.120000	0.207846	-0.000518
0.133334	0.230940	0.001242
0.146667	0.254034	0.004311
0.160000	0.277128	0.009414
0.173334	0.300222	0.017982
0.186667	0.323316	0.032353
0.200000	0.346410	0.055882
0.213334	0.369504	0.092393
0.226667	0.392598	0.143444
0.240000	0.415692	0.199423
0.253334	0.438786	0.255388
0.266667	0.461880	0.309524
0.280000	0.484974	0.361365
0.293334	0.508068	0.410939
0.306667	0.531162	0.458428
0.320000	0.554256	0.504040
0.333334	0.577350	0.547969
0.346667	0.600444	0.590384
0.360001	0.623538	0.631429
0.373334	0.646632	0.671223
0.386667	0.669726	0.709867
0.400001	0.692820	0.747443
0.413334	0.715914	0.784021
0.426667	0.739008	0.819654
0.440001	0.762102	0.854385
0.453334	0.785196	0.888246
0.466667	0.808290	0.921257
0.480001	0.831384	0.953428
0.493334	0.854478	0.984759
0.506667	0.877572	1.015241
0.075924	0.170528	0.000551
0.086771	0.194890	-0.000551
0.097617	0.219251	-0.000642
0.108463	0.243612	-0.000322
0.119310	0.267973	0.000351
0.130156	0.292334	0.001702
0.141002	0.316696	0.004600
0.151849	0.341057	0.011015
0.162695	0.365418	0.025216
0.173541	0.389779	0.056189
0.184388	0.414140	0.122424
0.195234	0.438502	0.189873
0.206080	0.462863	0.252961
0.216927	0.487224	0.311569
0.227773	0.511585	0.366394
0.238619	0.535946	0.418081
0.249466	0.560308	0.467125
0.260312	0.584669	0.513893
0.271158	0.609030	0.558662
0.282005	0.633391	0.601646
0.292851	0.657752	0.643012
0.303697	0.682114	0.682894
0.314544	0.706475	0.721399
0.325390	0.730836	0.758607
0.336236	0.755197	0.794585
0.347083	0.779558	0.829379
0.357929	0.803920	0.863018
0.368775	0.828281	0.895519
0.379622	0.852642	0.926881
0.390468	0.877003	0.957089
0.401314	0.901364	0.986109
0.412161	0.925726	1.013891
0.057683	0.177530	0.000000
0.065924	0.202892	0.000000
0.074164	0.228253	0.000000
0.082405	0.253615	0.000000
0.090645	0.278976	0.000000
0.098886	0.304338	0.000000
0.107126	0.329699	0.000000
0.115367	0.355061	0.000000
0.123607	0.380422	0.000000
0.131848	0.405784	0.000000
0.140088	0.431145	0.103565
0.148329	0.456507	0.182643
0.156569	0.481868	0.250845
0.164810	0.507230	0.312618
0.173050	0.532591	0.369808
0.181291	0.557953	0.423384
0.189531	0.583314	0.473951
0.197772	0.608676	0.521928
0.206012	0.634037	0.567625
0.214252	0.659399	0.611278
0.222493	0.684760	0.653069
0.230733	0.710122	0.693142
0.238974	0.735483	0.731609
0.247214	0.760845	0.768555
0.255455	0.786206	0.804041
0.263695	0.811568	0.838110
0.271936	0.836929	0.870785
0.280176	0.862291	0.902069
0.288417	0.887652	0.931947
0.296657	0.913014	0.960383
0.304898	0.938375	0.987321
0.313138	0.963737	1.012679
0.038810	0.182588	0.000000
0.044355	0.208671	0.000000
0.049899	0.234755	0.000000
0.055443	0.260839	0.000000
0.060988	0.286923	0.000000
0.066532	0.313007	0.000000
0.072076	0.339091	0.000000
0.077621	0.365175	0.000000
0.083165	0.391259	0.000000
0.088709	0.417343	-0.063282
0.094254	0.443427	0.063282
0.099798	0.469511	0.158546
0.105342	0.495595	0.236985
0.110887	0.521679	0.305376
0.116431	0.547763	0.367073
0.121976	0.573846	0.423874
0.127520	0.599930	0.476829
0.133064	0.626014	0.526603
0.138609	0.652098	0.573648
0.144153	0.678182	0.618286
0.149697	0.704266	0.660753
0.155242	0.730350	0.701226
0.160786	0.756434	0.739839
0.166330	0.782518	0.776692
0.171875	0.808602	0.811854
0.177419	0.834686	0.845372
0.182963	0.860770	0.877268
0.188508	0.886854	0.907544
0.194052	0.912938	0.936177
0.199596	0.939021	0.963126
0.205141	0.965105	0.988324
0.210685	0.991189	1.011676
0.019512	0.185644	0.000000
0.022300	0.212165	0.000000
0.025087	0.238685	0.000000
0.027875	0.265206	0.000000
0.030662	0.291726	0.000000
0.033450	0.318247	0.000000
0.036237	0.344768	0.000000
