time = 12.001	Re = 0.5	40	80
0.189854	0.007459	0.087900	0
0.209838	0.008245	0.087900	1
0.229823	0.009030	0.085874	2
0.249807	0.009815	0.084250	3
0.269792	0.010600	0.083066	4
0.289776	0.011385	0.082312	5
0.309761	0.012171	0.081945	6
0.329746	0.012956	0.081910	7
0.349730	0.013741	0.082145	8
0.369715	0.014526	0.082592	9
0.389699	0.015311	0.083191	10
0.409684	0.016097	0.083891	11
0.429668	0.016882	0.084647	12
0.449653	0.017667	0.085423	13
0.469638	0.018452	0.086190	14
0.489622	0.019237	0.086929	15
0.509607	0.020022	0.087630	16
0.529591	0.020808	0.088290	17
0.549576	0.021593	0.088915	18
0.569561	0.022378	0.089516	19
0.589545	0.023163	0.090115	20
0.609530	0.023948	0.090736	21
0.629514	0.024734	0.091413	22
0.649499	0.025519	0.092184	23
0.669483	0.026304	0.093092	24
0.689468	0.027089	0.094184	25
0.709453	0.027874	0.095511	26
0.729437	0.028660	0.097124	27
0.749422	0.029445	0.099074	28
0.769406	0.030230	0.101410	29
0.789391	0.031015	0.104182	30
0.809376	0.031800	0.107434	31
0.829360	0.032586	0.111211	32
0.849345	0.033371	0.115555	33
0.869329	0.034156	0.120506	34
0.889314	0.034941	0.126105	35
0.909298	0.035726	0.132391	36
0.929283	0.036512	0.139403	37
0.949268	0.037297	0.147180	38
0.969252	0.038082	0.155763	39
0.989237	0.038867	0.165190	40
1.009221	0.039652	0.165190	41
0
0.188683	0.022332	0.199105	0
0.208544	0.024683	0.199105	1
0.228406	0.027034	0.194908	2
0.248267	0.029384	0.191567	3
0.268128	0.031735	0.189152	4
0.287990	0.034086	0.187628	5
0.307851	0.036437	0.186907	6
0.327713	0.038787	0.186872	7
0.347574	0.041138	0.187399	8
0.367435	0.043489	0.188363	9
0.387297	0.045840	0.189644	10
0.407158	0.048190	0.191135	11
0.427019	0.050541	0.192740	12
0.446881	0.052892	0.194376	13
0.466742	0.055243	0.195977	14
0.486604	0.057593	0.197492	15
0.506465	0.059944	0.198885	16
0.526326	0.062295	0.200135	17
0.546188	0.064646	0.201235	18
0.566049	0.066996	0.202194	19
0.585910	0.069347	0.203032	20
0.605772	0.071698	0.203784	21
0.625633	0.074048	0.204495	22
0.645495	0.076399	0.205222	23
0.665356	0.078750	0.206025	24
0.685217	0.081101	0.206975	25
0.705079	0.083451	0.208142	26
0.724940	0.085802	0.209597	27
0.744801	0.088153	0.211408	28
0.764663	0.090504	0.213642	29
0.784524	0.092854	0.216358	30
0.804385	0.095205	0.219612	31
0.824247	0.097556	0.223454	32
0.844108	0.099907	0.227929	33
0.863970	0.102257	0.233076	34
0.883831	0.104608	0.238933	35
0.903692	0.106959	0.245530	36
