0.200000	0.000000
0.220000	-0.000000
0.240000	0.000006
0.260000	0.000016
0.280000	0.000031
0.300000	0.000049
0.320000	0.000069
0.340000	0.000092
0.360000	0.000116
0.380000	0.000143
0.400000	0.000170
0.420000	0.000199
0.440000	0.000228
0.460000	0.000256
0.480000	0.000283
0.500000	0.000306
0.520000	0.000321
0.540000	0.000321
0.560000	0.000295
0.580000	0.000220
0.600000	0.000057
0.620000	-0.000265
0.640000	-0.000877
0.660000	-0.002013
0.680000	-0.004104
0.700000	-0.007946
0.720000	-0.013661
0.740000	-0.021170
0.760000	-0.030339
0.780000	-0.041026
0.800000	-0.053095
0.820000	-0.066421
0.840000	-0.080888
0.860000	-0.096387
0.880000	-0.112815
0.900000	-0.130072
0.920000	-0.148060
0.940000	-0.166681
0.960000	-0.185834
0.980000	-0.205416
1.000000	-0.225320
